Public ID,Organization,Availability,System Name (click + for details),Processor (click + for details),Accelerator (click + for details),Benchmark,Model MLC,Scenario,Units,Division/Power,# of Accelerators,# of Nodes,Accelerator (click + for details),Availability,Host Processor Core Count,Processor (click + for details),Avg. Result at System Name,Sum of # of  Processors ,Sum of # of  Processors 
5.1-0015,Cisco,available,HPF HGX System (16xH100-SXM-80GB TensorRT),INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,2,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,62351.6,2,2
5.1-0015,Cisco,available,HPF HGX System (16xH100-SXM-80GB TensorRT),INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,2,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,61101.32,2,2
5.1-0015,Cisco,available,HPF HGX System (16xH100-SXM-80GB TensorRT),INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,Inference,llama3.1-405b,Offline,Tokens/s,Closed ,8,2,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,783.131,2,2
5.1-0015,Cisco,available,HPF HGX System (16xH100-SXM-80GB TensorRT),INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,Inference,llama3.1-405b,Server,Tokens/s,Closed ,8,2,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,563.365,2,2
5.1-0016,Cisco,available,HPF HGX System (32xH100-SXM-80GB TensorRT),INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,4,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,124879,2,2
5.1-0016,Cisco,available,HPF HGX System (32xH100-SXM-80GB TensorRT),INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,4,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,122273.72,2,2
5.1-0016,Cisco,available,HPF HGX System (32xH100-SXM-80GB TensorRT),INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,4,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,124879,2,2
5.1-0016,Cisco,available,HPF HGX System (32xH100-SXM-80GB TensorRT),INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,4,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,122273.72,2,2
5.1-0016,Cisco,available,HPF HGX System (32xH100-SXM-80GB TensorRT),INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,Inference,llama3.1-405b,Offline,Tokens/s,Closed ,8,4,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,1561.57,2,2
5.1-0016,Cisco,available,HPF HGX System (32xH100-SXM-80GB TensorRT),INTEL(R) XEON(R) PLATINUM 8592+,NVIDIA H100-SXM-80GB,Inference,llama3.1-405b,Server,Tokens/s,Closed ,8,4,NVIDIA H100-SXM-80GB,available,64,INTEL(R) XEON(R) PLATINUM 8592+,1126.94,2,2
5.1-0017,Cisco,available,X210M8-1-node-2S-GNR_86C,INTEL(R) XEON(R) 6787P,N/A,Inference,dlrm-v2-99.9,Offline,Samples/s,Closed ,0,1,N/A,available,86,INTEL(R) XEON(R) 6787P,12503.3,2,2
5.1-0017,Cisco,available,X210M8-1-node-2S-GNR_86C,INTEL(R) XEON(R) 6787P,N/A,Inference,dlrm-v2-99.9,Server,Queries/s,Closed ,0,1,N/A,available,86,INTEL(R) XEON(R) 6787P,11801.7,2,2
5.1-0017,Cisco,available,X210M8-1-node-2S-GNR_86C,INTEL(R) XEON(R) 6787P,N/A,Inference,llama3.1-8b-datacenter,Offline,Tokens/s,Closed ,0,1,N/A,available,86,INTEL(R) XEON(R) 6787P,819.624,2,2
5.1-0017,Cisco,available,X210M8-1-node-2S-GNR_86C,INTEL(R) XEON(R) 6787P,N/A,Inference,llama3.1-8b-datacenter,Server,Tokens/s,Closed ,0,1,N/A,available,86,INTEL(R) XEON(R) 6787P,257.749,2,2
5.1-0017,Cisco,available,X210M8-1-node-2S-GNR_86C,INTEL(R) XEON(R) 6787P,N/A,Inference,retinanet,Offline,Samples/s,Closed ,0,1,N/A,available,86,INTEL(R) XEON(R) 6787P,501.263,2,2
5.1-0017,Cisco,available,X210M8-1-node-2S-GNR_86C,INTEL(R) XEON(R) 6787P,N/A,Inference,retinanet,Server,Queries/s,Closed ,0,1,N/A,available,86,INTEL(R) XEON(R) 6787P,400.419,2,2
5.1-0017,Cisco,available,X210M8-1-node-2S-GNR_86C,INTEL(R) XEON(R) 6787P,N/A,Inference,rgat,Offline,Samples/s,Closed ,0,1,N/A,available,86,INTEL(R) XEON(R) 6787P,16102.2,2,2
5.1-0017,Cisco,available,X210M8-1-node-2S-GNR_86C,INTEL(R) XEON(R) 6787P,N/A,Inference,whisper,Offline,Tokens/s,Closed ,0,1,N/A,available,86,INTEL(R) XEON(R) 6787P,1418.6,2,2
5.1-0018,Dell,available,PowerEdge R470 (2x L4-PCIE-24GB TensorRT),Intel(R) Xeon(R) 6787P,NVIDIA L4-PCIe-24GB,Inference,retinanet,Offline,Samples/s,Closed ,2,1,NVIDIA L4-PCIe-24GB,available,86,Intel(R) Xeon(R) 6787P,458.511,1,1
5.1-0018,Dell,available,PowerEdge R470 (2x L4-PCIE-24GB TensorRT),Intel(R) Xeon(R) 6787P,NVIDIA L4-PCIe-24GB,Inference,retinanet,Server,Queries/s,Closed ,2,1,NVIDIA L4-PCIe-24GB,available,86,Intel(R) Xeon(R) 6787P,428.115,1,1
5.1-0019,Dell,available,PowerEdge R570 (4x L4-PCIE-24GBx4 TensorRT),Intel(R) Xeon(R) 6761P,NVIDIA L4-PCIe-24GB,Inference,retinanet,Offline,Samples/s,Closed ,4,1,NVIDIA L4-PCIe-24GB,available,64,Intel(R) Xeon(R) 6761P,905.51,1,1
5.1-0019,Dell,available,PowerEdge R570 (4x L4-PCIE-24GBx4 TensorRT),Intel(R) Xeon(R) 6761P,NVIDIA L4-PCIe-24GB,Inference,retinanet,Server,Queries/s,Closed ,4,1,NVIDIA L4-PCIe-24GB,available,64,Intel(R) Xeon(R) 6761P,813.985,1,1
5.1-0019,Dell,available,PowerEdge R570 (4x L4-PCIE-24GBx4 TensorRT),Intel(R) Xeon(R) 6761P,NVIDIA L4-PCIe-24GB,Inference,stable-diffusion-xl,Offline,Samples/s,Closed ,4,1,NVIDIA L4-PCIe-24GB,available,64,Intel(R) Xeon(R) 6761P,1.00634,1,1
5.1-0019,Dell,available,PowerEdge R570 (4x L4-PCIE-24GBx4 TensorRT),Intel(R) Xeon(R) 6761P,NVIDIA L4-PCIe-24GB,Inference,stable-diffusion-xl,Server,Queries/s,Closed ,4,1,NVIDIA L4-PCIe-24GB,available,64,Intel(R) Xeon(R) 6761P,0.880856,1,1
5.1-0019,Dell,available,PowerEdge R570 (4x L4-PCIE-24GBx4 TensorRT),Intel(R) Xeon(R) 6761P,NVIDIA L4-PCIe-24GB,Inference,whisper,Offline,Tokens/s,Closed ,4,1,NVIDIA L4-PCIe-24GB,available,64,Intel(R) Xeon(R) 6761P,1397.01,1,1
5.1-0020,Dell,available,R770_XEON6787Px2,INTEL(R) XEON(R) 6787P,N/A,Inference,dlrm-v2-99.9,Offline,Samples/s,Closed ,0,1,N/A,available,86,INTEL(R) XEON(R) 6787P,12421.2,2,2
5.1-0020,Dell,available,R770_XEON6787Px2,INTEL(R) XEON(R) 6787P,N/A,Inference,dlrm-v2-99.9,Server,Queries/s,Closed ,0,1,N/A,available,86,INTEL(R) XEON(R) 6787P,11801.8,2,2
5.1-0021,Dell,available,Dell PowerEdge R7715 (3x H100-NVL-94GB TensorRT),AMD EPYC 9655P,NVIDIA H100-NVL-94GB,Inference,whisper,Offline,Tokens/s,Closed ,3,1,NVIDIA H100-NVL-94GB,available,96,AMD EPYC 9655P,8301.9,1,1
5.1-0022,Dell,available,Dell PowerEdge XE7740 (8x L40S TensorRT),Intel Xeon 6787P 86-Core Processor,NVIDIA L40S,Inference,retinanet,Offline,Samples/s,Closed ,8,1,NVIDIA L40S,available,172,Intel Xeon 6787P 86-Core Processor,6509.66,2,2
5.1-0022,Dell,available,Dell PowerEdge XE7740 (8x L40S TensorRT),Intel Xeon 6787P 86-Core Processor,NVIDIA L40S,Inference,retinanet,Server,Queries/s,Closed ,8,1,NVIDIA L40S,available,172,Intel Xeon 6787P 86-Core Processor,6101.31,2,2
5.1-0022,Dell,available,Dell PowerEdge XE7740 (8x L40S TensorRT),Intel Xeon 6787P 86-Core Processor,NVIDIA L40S,Inference,stable-diffusion-xl,Offline,Samples/s,Closed ,8,1,NVIDIA L40S,available,172,Intel Xeon 6787P 86-Core Processor,5.52041,2,2
5.1-0022,Dell,available,Dell PowerEdge XE7740 (8x L40S TensorRT),Intel Xeon 6787P 86-Core Processor,NVIDIA L40S,Inference,stable-diffusion-xl,Server,Queries/s,Closed ,8,1,NVIDIA L40S,available,172,Intel Xeon 6787P 86-Core Processor,5.9027,2,2
5.1-0022,Dell,available,Dell PowerEdge XE7740 (8x L40S TensorRT),Intel Xeon 6787P 86-Core Processor,NVIDIA L40S,Inference,whisper,Offline,Tokens/s,Closed ,8,1,NVIDIA L40S,available,172,Intel Xeon 6787P 86-Core Processor,9272,2,2
5.1-0023,Dell,available,Dell PowerEdge XE7745 (8x H200-NVL-141GB TensorRT),AMD EPYC 9655 96-Core Processor,NVIDIA H200-NVL-141GB,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,1,NVIDIA H200-NVL-141GB,available,96,AMD EPYC 9655 96-Core Processor,31267.4,2,2
5.1-0023,Dell,available,Dell PowerEdge XE7745 (8x H200-NVL-141GB TensorRT),AMD EPYC 9655 96-Core Processor,NVIDIA H200-NVL-141GB,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,1,NVIDIA H200-NVL-141GB,available,96,AMD EPYC 9655 96-Core Processor,29070.31,2,2
5.1-0023,Dell,available,Dell PowerEdge XE7745 (8x H200-NVL-141GB TensorRT),AMD EPYC 9655 96-Core Processor,NVIDIA H200-NVL-141GB,Inference,llama2-70b-99,Interactive,Tokens/s,Closed ,8,1,NVIDIA H200-NVL-141GB,available,96,AMD EPYC 9655 96-Core Processor,16419.2,2,2
5.1-0023,Dell,available,Dell PowerEdge XE7745 (8x H200-NVL-141GB TensorRT),AMD EPYC 9655 96-Core Processor,NVIDIA H200-NVL-141GB,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,1,NVIDIA H200-NVL-141GB,available,96,AMD EPYC 9655 96-Core Processor,31267.4,2,2
5.1-0023,Dell,available,Dell PowerEdge XE7745 (8x H200-NVL-141GB TensorRT),AMD EPYC 9655 96-Core Processor,NVIDIA H200-NVL-141GB,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,1,NVIDIA H200-NVL-141GB,available,96,AMD EPYC 9655 96-Core Processor,29070.31,2,2
5.1-0023,Dell,available,Dell PowerEdge XE7745 (8x H200-NVL-141GB TensorRT),AMD EPYC 9655 96-Core Processor,NVIDIA H200-NVL-141GB,Inference,llama2-70b-99.9,Interactive,Tokens/s,Closed ,8,1,NVIDIA H200-NVL-141GB,available,96,AMD EPYC 9655 96-Core Processor,16419.2,2,2
5.1-0023,Dell,available,Dell PowerEdge XE7745 (8x H200-NVL-141GB TensorRT),AMD EPYC 9655 96-Core Processor,NVIDIA H200-NVL-141GB,Inference,retinanet,Offline,Samples/s,Closed ,8,1,NVIDIA H200-NVL-141GB,available,96,AMD EPYC 9655 96-Core Processor,13421.4,2,2
5.1-0023,Dell,available,Dell PowerEdge XE7745 (8x H200-NVL-141GB TensorRT),AMD EPYC 9655 96-Core Processor,NVIDIA H200-NVL-141GB,Inference,retinanet,Server,Queries/s,Closed ,8,1,NVIDIA H200-NVL-141GB,available,96,AMD EPYC 9655 96-Core Processor,12601.3,2,2
5.1-0023,Dell,available,Dell PowerEdge XE7745 (8x H200-NVL-141GB TensorRT),AMD EPYC 9655 96-Core Processor,NVIDIA H200-NVL-141GB,Inference,stable-diffusion-xl,Offline,Samples/s,Closed ,8,1,NVIDIA H200-NVL-141GB,available,96,AMD EPYC 9655 96-Core Processor,17.0907,2,2
5.1-0023,Dell,available,Dell PowerEdge XE7745 (8x H200-NVL-141GB TensorRT),AMD EPYC 9655 96-Core Processor,NVIDIA H200-NVL-141GB,Inference,stable-diffusion-xl,Server,Queries/s,Closed ,8,1,NVIDIA H200-NVL-141GB,available,96,AMD EPYC 9655 96-Core Processor,16.2171,2,2
5.1-0023,Dell,available,Dell PowerEdge XE7745 (8x H200-NVL-141GB TensorRT),AMD EPYC 9655 96-Core Processor,NVIDIA H200-NVL-141GB,Inference,whisper,Offline,Tokens/s,Closed ,8,1,NVIDIA H200-NVL-141GB,available,96,AMD EPYC 9655 96-Core Processor,31674.1,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,deepseek-r1,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,30493.3,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,deepseek-r1,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,13913.3,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,101253,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,99139.18,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99,Interactive,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,60137.6,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,101253,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,99139.18,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99.9,Interactive,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,60137.6,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,llama3.1-8b-datacenter,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,143309,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,llama3.1-8b-datacenter,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,128787,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,llama3.1-8b-datacenter,Interactive,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,102907,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,llama3.1-405b,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,1648.03,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,llama3.1-405b,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,1243.17,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,llama3.1-405b,Interactive,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,751.369,2,2
5.1-0024,Dell,available,Dell PowerEdge XE9680L (8x B200-SXM-180GB TensorRT),INTEL(R) XEON(R) PLATINUM 8562Y+,NVIDIA B200-SXM-180GB,Inference,whisper,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,64,INTEL(R) XEON(R) PLATINUM 8562Y+,45024.2,2,2
5.1-0025,Dell,available,Dell PowerEdge XE9680L (8x H200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8580,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,120,INTEL(R) XEON(R) PLATINUM 8580,34588.3,2,2
5.1-0025,Dell,available,Dell PowerEdge XE9680L (8x H200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8580,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,120,INTEL(R) XEON(R) PLATINUM 8580,33161.44,2,2
5.1-0025,Dell,available,Dell PowerEdge XE9680L (8x H200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8580,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,120,INTEL(R) XEON(R) PLATINUM 8580,34588.3,2,2
5.1-0025,Dell,available,Dell PowerEdge XE9680L (8x H200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8580,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,120,INTEL(R) XEON(R) PLATINUM 8580,33161.44,2,2
5.1-0025,Dell,available,Dell PowerEdge XE9680L (8x H200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8580,NVIDIA H200-SXM-141GB,Inference,retinanet,Offline,Samples/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,120,INTEL(R) XEON(R) PLATINUM 8580,14542.8,2,2
5.1-0025,Dell,available,Dell PowerEdge XE9680L (8x H200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8580,NVIDIA H200-SXM-141GB,Inference,retinanet,Server,Queries/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,120,INTEL(R) XEON(R) PLATINUM 8580,13603.3,2,2
5.1-0025,Dell,available,Dell PowerEdge XE9680L (8x H200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8580,NVIDIA H200-SXM-141GB,Inference,whisper,Offline,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,120,INTEL(R) XEON(R) PLATINUM 8580,34014.3,2,2
5.1-0026,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,35316.7,2,2
5.1-0026,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,33244.25,2,2
5.1-0026,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99,Interactive,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,21915.6,2,2
5.1-0026,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,35316.7,2,2
5.1-0026,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,33244.25,2,2
5.1-0026,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,Inference,llama2-70b-99.9,Interactive,Tokens/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,21915.6,2,2
5.1-0026,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,Inference,retinanet,Offline,Samples/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,14960.7,2,2
5.1-0026,Dell,available,Dell PowerEdge XE9680 (8xH200-SXM-141GB TensorRT),INTEL(R) XEON(R) PLATINUM 8568Y+,NVIDIA H200-SXM-141GB,Inference,retinanet,Server,Queries/s,Closed ,8,1,NVIDIA H200-SXM-141GB,available,48,INTEL(R) XEON(R) PLATINUM 8568Y+,13603.3,2,2
5.1-0027,Dell,available,Dell Poweredge XE9680,Intel Xeon 8462Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,1,AMD Instinct MI300X 192GB HBM3,available,32,Intel Xeon 8462Y+,27325.9,2,2
5.1-0027,Dell,available,Dell Poweredge XE9680,Intel Xeon 8462Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,1,AMD Instinct MI300X 192GB HBM3,available,32,Intel Xeon 8462Y+,24747.58,2,2
5.1-0027,Dell,available,Dell Poweredge XE9680,Intel Xeon 8462Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99,Interactive,Tokens/s,Closed ,8,1,AMD Instinct MI300X 192GB HBM3,available,32,Intel Xeon 8462Y+,8455.14,2,2
5.1-0027,Dell,available,Dell Poweredge XE9680,Intel Xeon 8462Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99.9,Offline,Tokens/s,Closed ,8,1,AMD Instinct MI300X 192GB HBM3,available,32,Intel Xeon 8462Y+,27325.9,2,2
5.1-0027,Dell,available,Dell Poweredge XE9680,Intel Xeon 8462Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99.9,Server,Tokens/s,Closed ,8,1,AMD Instinct MI300X 192GB HBM3,available,32,Intel Xeon 8462Y+,24747.58,2,2
5.1-0027,Dell,available,Dell Poweredge XE9680,Intel Xeon 8462Y+,AMD Instinct MI300X 192GB HBM3,Inference,llama2-70b-99.9,Interactive,Tokens/s,Closed ,8,1,AMD Instinct MI300X 192GB HBM3,available,32,Intel Xeon 8462Y+,8455.14,2,2
5.1-0027,Dell,available,Dell Poweredge XE9680,Intel Xeon 8462Y+,AMD Instinct MI300X 192GB HBM3,Inference,mixtral-8x7b,Offline,Tokens/s,Closed ,8,1,AMD Instinct MI300X 192GB HBM3,available,32,Intel Xeon 8462Y+,53333.9,2,2
5.1-0027,Dell,available,Dell Poweredge XE9680,Intel Xeon 8462Y+,AMD Instinct MI300X 192GB HBM3,Inference,mixtral-8x7b,Server,Tokens/s,Closed ,8,1,AMD Instinct MI300X 192GB HBM3,available,32,Intel Xeon 8462Y+,47801.9,2,2
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,deepseek-r1,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,30766.5,2,2
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,deepseek-r1,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,13963,2,2
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99,Offline,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,102131,2,2
5.1-0028,Dell,available,Dell PowerEdge XE9685L (8x B200-SXM-180GB TensorRT),AMD EPYC 9965 192-Core Processor,NVIDIA B200-SXM-180GB,Inference,llama2-70b-99,Server,Tokens/s,Closed ,8,1,NVIDIA B200-SXM-180GB,available,192,AMD EPYC 9965 192-Core Processor,99214.41,2,2
