"geo","domain","count"
"Finland (FI)","Advice",NA
"Finland (FI)","Information Technology",NA
"United States (US)","GPS",29899997
"United States (US)","Freemium",4800000
"Switzerland (CH)","Health Care",NA
"Switzerland (CH)","Medical",24430758
"Denmark (DK)","Messaging",NA
"Denmark (DK)","VoIP",NA
"The Netherlands (NL)","Food Delivery",51872
"United States (US)","Retirement",7000000
"The Netherlands (NL)","Parks",NA
"The Netherlands (NL)","Golf",NA
"The Netherlands (NL)","Recreation",NA
"The Netherlands (NL)","Sports",NA
"The Netherlands (NL)","Leisure",NA
"Canada (CA)","Enterprise Software",NA
"Canada (CA)","Government",NA
"Canada (CA)","Apps",NA
"United States (US)","File Sharing",40670000
"France (FR)","Therapeutics",12154986
"United States (US)","Personal Health",46000000
"United States (US)","Rehabilitation",3000000
"France (FR)","Solar",NA
"France (FR)","Product Design",NA
"France (FR)","Renewable Energy",NA
"United States (US)","Neuroscience",61800000
"China (CN)","Information Services",6570812
"China (CN)","Education",362459
"United States (US)","EdTech",NA
"India (IN)","Financial Services",9000000
"Sweden (SE)","Communications Infrastructure",3542590
"China (CN)","Automotive",725004
"China (CN)","Technical Support",362503
"United States (US)","3D Printing",NA
"United Kingdom (GB)","Outsourcing",NA
"China (CN)","Fashion",4000000
"China (CN)","Wireless",54000000
"China (CN)","Music",NA
"India (IN)","Media and Entertainment",NA
"India (IN)","Publishing",212692
"India (IN)","News",212692
"Canada (CA)","Medical",NA
"Canada (CA)","Product Design",19000000
"South Korea (KR)","Internet of Things",NA
"South Korea (KR)","Information Technology",NA
"South Korea (KR)","Security",NA
"Spain (ES)","Rental Property",1049803
"Spain (ES)","Property Management",1049803
"Spain (ES)","Real Estate",1049803
"Spain (ES)","Rental",1049803
"United Kingdom (GB)","Plastics and Rubber Manufacturing",NA
"United Kingdom (GB)","Machinery Manufacturing",NA
"Australia (AU)","Marketing",NA
"Australia (AU)","Advertising",NA
"Australia (AU)","Digital Media",NA
"Spain (ES)","Social Media",153563
"Spain (ES)","Software",153563
"Germany (DE)","Information Services",NA
"Germany (DE)","Marketplace",NA
"Germany (DE)","Real Estate",NA
"United States (US)","Cloud Security",13000000
"South Korea (KR)","Financial Services",NA
"South Korea (KR)","Insurance",NA
"United States (US)","SEM",2100000
"United States (US)","Search Engine",NA
"United States (US)","Flash Storage",26056000
"United States (US)","Corrections Facilities",5000000
"Poland (PL)","Information Technology",NA
"Poland (PL)","Software",NA
"Poland (PL)","Manufacturing",NA
"United States (US)","Nanotechnology",147750000
"Philippines (PH)","Mobile",NA
"Germany (DE)","Advanced Materials",NA
"Germany (DE)","3D Printing",NA
"Germany (DE)","Project Management",NA
"United States (US)","Office Supplies",6183000
"United States (US)","Home Services",6183000
"United States (US)","Virtual Goods",6183000
"Germany (DE)","Guides",4400000
"Germany (DE)","Telecommunications",NA
"Canada (CA)","Hardware",NA
"Austria (AT)","Medical",50000000
"United Kingdom (GB)","Beauty",15687834
"Germany (DE)","Internet",3400000
"United States (US)","Technical Support",1693000
"United States (US)","Telehealth",3400000
"United States (US)","Consumer Research",6000000
"Italy (IT)","Venture Capital",15747
"France (FR)","Medical Device",NA
"Italy (IT)","Oil and Gas",NA
"Italy (IT)","Energy",NA
"South Korea (KR)","Industrial Engineering",NA
"South Korea (KR)","GreenTech",NA
"Ireland (IE)","Fitness",3219022
"Germany (DE)","Mobile",NA
"Germany (DE)","Wireless",NA
"China (CN)","Finance",NA
"China (CN)","Professional Services",NA
"China (CN)","Property Management",NA
"China (CN)","Service Industry",NA
"China (CN)","Landscaping",NA
"China (CN)","Building Maintenance",NA
"China (CN)","Security",1208353
"China (CN)","Cyber Security",1208353
"United States (US)","Virtual Reality",NA
"Israel (IL)","Apps",NA
"Israel (IL)","Automotive",NA
"Israel (IL)","Embedded Systems",5500000
"France (FR)","Service Industry",8600000
"Norway (NO)","Consulting",26923
"Norway (NO)","Software",NA
"United States (US)","Product Research",16144471
"Canada (CA)","Oil and Gas",NA
"United States (US)","A/B Testing",NA
"United States (US)","Ad Retargeting",NA
"United States (US)","Theatre",75000000
"United States (US)","Events",NA
"United States (US)","Geospatial",NA
"Taiwan (TW)","Manufacturing",NA
"Taiwan (TW)","Commercial",NA
"Taiwan (TW)","Industrial",NA
"Italy (IT)","Hospital",NA
"United States (US)","Software Engineering",NA
"United States (US)","mHealth",NA
"China (CN)","Health Care",362497
"China (CN)","Dental",362497
"China (CN)","Medical Device",362497
"China (CN)","Online Portals",NA
"China (CN)","Video",NA
"China (CN)","Video Streaming",NA
"United Kingdom (GB)","Email",17000000
"United Kingdom (GB)","Content",17000000
"France (FR)","Artificial Intelligence (AI)",NA
"France (FR)","Information Technology",NA
"France (FR)","Robotics",NA
"Sweden (SE)","Beauty",NA
"Vietnam (VN)","Information Technology",750000
"Vietnam (VN)","Cloud Computing",750000
"Vietnam (VN)","Telecommunications",750000
"Vietnam (VN)","Software",750000
"Vietnam (VN)","Service Industry",2350000
"United States (US)","Lighting",NA
"United States (US)","Language Learning",750000
"United States (US)","Tourism",3380000
"United States (US)","Video Conferencing",21300000
"Canada (CA)","Mining",NA
"United States (US)","Professional Networking",33700000
"United States (US)","Social Recruiting",4700000
"United Kingdom (GB)","Internet",NA
"United Kingdom (GB)","Gaming",NA
"United Kingdom (GB)","Digital Entertainment",NA
"United Kingdom (GB)","E-Commerce",NA
"Finland (FI)","Personal Health",NA
"Finland (FI)","Manufacturing",NA
"Finland (FI)","Women's",NA
"Finland (FI)","Cosmetics",NA
"Finland (FI)","Retail",NA
"Israel (IL)","Video",23500000
"Israel (IL)","Music",1500000
"Germany (DE)","Machinery Manufacturing",NA
"Germany (DE)","Shipping",NA
"Spain (ES)","Advertising",NA
"Spain (ES)","Internet",NA
"China (CN)","Telecommunications",70000000
"China (CN)","Communications Infrastructure",15000000
"China (CN)","Social Network",15000000
"United States (US)","SEO",2000000
"United States (US)","Management Consulting",13250000
"Canada (CA)","Social Media Management",4600000
"Canada (CA)","Advertising",4600000
"Italy (IT)","Retail",NA
"Italy (IT)","Food Processing",NA
"France (FR)","Building Material",NA
"France (FR)","Real Estate",NA
"United States (US)","SMS",13000000
"South Korea (KR)","Consulting",NA
"South Korea (KR)","CRM",NA
"South Korea (KR)","Marketing",NA
"Canada (CA)","Printing",NA
"Canada (CA)","Lighting",NA
"Italy (IT)","Software",NA
"Italy (IT)","Information Technology",NA
"Italy (IT)","Robotics",NA
"United States (US)","Electronic Health Record (EHR)",3500000
"United States (US)","Coupons",NA
"United States (US)","Emergency Medicine",64010000
"United States (US)","Fraud Detection",20800000
"Finland (FI)","Industrial",NA
"Finland (FI)","Machinery Manufacturing",NA
"United States (US)","Local",28957000
"United Kingdom (GB)","Aerospace",803868
"United Kingdom (GB)","Mining Technology",803868
"United Kingdom (GB)","Automotive",803868
"United Kingdom (GB)","3D Printing",803868
"United Kingdom (GB)","Industrial",803868
"United Kingdom (GB)","Advanced Materials",803868
"United States (US)","Waste Management",31000000
"Canada (CA)","Logistics",2016717
"United States (US)","E-Learning",38437500
"Israel (IL)","Medical Device",19000000
"Italy (IT)","Wine And Spirits",NA
"Italy (IT)","Food and Beverage",NA
"France (FR)","Information Services",NA
"France (FR)","Audio",NA
"France (FR)","Music",NA
"Singapore (SG)","Manufacturing",8000000
"Singapore (SG)","Mobile Apps",20500000
"Singapore (SG)","Industrial",8000000
"Singapore (SG)","Wireless",8000000
"Singapore (SG)","Telecommunications",8000000
"Singapore (SG)","3D Printing",8000000
"Romania (RO)","Telecommunications",NA
"India (IN)","Software",NA
"India (IN)","Wireless",NA
"United Kingdom (GB)","Wireless",22108268
"Israel (IL)","Transportation",NA
"Israel (IL)","Artificial Intelligence (AI)",NA
"Israel (IL)","Machine Learning",NA
"Israel (IL)","Autonomous Vehicles",NA
"France (FR)","Shopping",NA
"Japan (JP)","Logistics",8244804
"Japan (JP)","Parking",8244804
"Japan (JP)","E-Commerce",8244804
"Spain (ES)","Hardware",292380
"Spain (ES)","Audio",292380
"Spain (ES)","Music",292380
"United States (US)","Browser Extensions",2000000
"United States (US)","Film Distribution",10000000
"Canada (CA)","Web Hosting",4257951
"Canada (CA)","Network Security",4257951
"Pakistan (PK)","Social Network",NA
"Pakistan (PK)","Religion",NA
"Pakistan (PK)","Local Business",NA
"United Kingdom (GB)","Network Hardware",NA
"United Kingdom (GB)","Optical Communication",NA
"Canada (CA)","Insurance",NA
"Canada (CA)","Supply Chain Management",NA
"Canada (CA)","Trading Platform",NA
"France (FR)","Consumer",12000000
"United Kingdom (GB)","Dental",805617
"France (FR)","Energy Efficiency",7000000
"Italy (IT)","Wireless",NA
"Italy (IT)","Internet",NA
"Ireland (IE)","Software",11695209
"Ireland (IE)","E-Commerce",11695209
"Ireland (IE)","Mobile",23695209
"France (FR)","Personal Health",11800232
"France (FR)","Biopharma",11800232
"Canada (CA)","Enterprise",15011153
"United States (US)","Text Analytics",7500000
"Canada (CA)","Recycling",570000
"Canada (CA)","Renewable Energy",570000
"Canada (CA)","Solar",570000
"Canada (CA)","Fuel",570000
"Canada (CA)","CleanTech",NA
"South Korea (KR)","Mobile",500000
"South Korea (KR)","SNS",500000
"South Korea (KR)","Video",500000
"Ghana (GH)","Manufacturing",NA
"Ghana (GH)","Food and Beverage",NA
"United States (US)","Dental",5050000
"United States (US)","Advertising Platforms",9500000
"United States (US)","Handmade",3000000
"United States (US)","Home Decor",3000000
"United States (US)","Photography",22800000
"Denmark (DK)","Biotechnology",21340000
"Denmark (DK)","Medical",15000000
"United States (US)","Clean Energy",22815000
"United States (US)","Recycling",30000000
"South Korea (KR)","Retail",NA
"South Korea (KR)","Product Design",NA
"South Korea (KR)","Furniture",NA
"India (IN)","Information Technology",95834314
"India (IN)","Business Development",834314
"Canada (CA)","Public Safety",NA
"France (FR)","Virtual Reality",NA
"France (FR)","Public Relations",4862357
"United States (US)","InsurTech",2500000
"France (FR)","Developer Tools",4500000
"France (FR)","Android",4500000
"France (FR)","iOS",4500000
"United States (US)","Satellite Communication",1990000
"The Netherlands (NL)","Medical",NA
"The Netherlands (NL)","Medical Device",NA
"Belgium (BE)","Biotechnology",27641591
"Belgium (BE)","Manufacturing",13600000
"Belgium (BE)","Product Design",13600000
"Belgium (BE)","Medical",27641591
"United States (US)","Windows Phone",13200000
"France (FR)","Web Hosting",NA
"France (FR)","Outsourcing",NA
"United Kingdom (GB)","Communication Hardware",7000000
"South Korea (KR)","Dental",NA
"South Korea (KR)","Medical Device",NA
"Romania (RO)","Medical",NA
"Romania (RO)","Health Care",NA
"United Kingdom (GB)","Health Diagnostics",4226843
"United Kingdom (GB)","Alternative Medicine",23589171
"United Kingdom (GB)","Hospitality",23589171
"The Netherlands (NL)","Biotechnology",11333024
"The Netherlands (NL)","Clinical Trials",11333024
"The Netherlands (NL)","Therapeutics",11333024
"Hong Kong (HK)","E-Commerce",73000000
"Hong Kong (HK)","Internet",73000000
"Sweden (SE)","Analytics",NA
"Sweden (SE)","Internet",NA
"Germany (DE)","Predictive Analytics",NA
"Germany (DE)","Machine Learning",NA
"Germany (DE)","Artificial Intelligence (AI)",NA
"Germany (DE)","SaaS",NA
"United States (US)","Home Appliances",4200000
"Singapore (SG)","Information Technology",NA
"Singapore (SG)","App Marketing",12500000
"Singapore (SG)","Software",18500000
"Singapore (SG)","Developer Tools",12500000
"Singapore (SG)","Web Development",12500000
"South Korea (KR)","Software",NA
"South Korea (KR)","Billing",NA
"South Korea (KR)","Payments",NA
"United Kingdom (GB)","Consumer Electronics",5375730
"Brazil (BR)","Software",NA
"United States (US)","Stock Exchanges",10040000
"Japan (JP)","Medical Device",5866587
"Japan (JP)","Biopharma",5866587
"Japan (JP)","Biotechnology",5866587
"Japan (JP)","Pharmaceutical",5866587
"Japan (JP)","Medical",5866587
"Japan (JP)","Health Care",5866587
"United Kingdom (GB)","Publishing",415765
"Austria (AT)","Software",NA
"United Kingdom (GB)","Biopharma",741698
"Spain (ES)","Lighting",13150094
"France (FR)","Communications Infrastructure",10551740
"United States (US)","Beauty",NA
"United States (US)","Cosmetics",NA
"United States (US)","GreenTech",12499000
"Japan (JP)","Automotive",NA
"Japan (JP)","Architecture",NA
"United States (US)","Brewing",5000000
"China (CN)","Financial Services",442900
"United States (US)","Water Purification",3539000
"Norway (NO)","Internet",NA
"United States (US)","Contact Management",29400000
"India (IN)","CAD",2000000
"China (CN)","Social Media",6000000
"China (CN)","Photography",6000000
"China (CN)","Photo Sharing",6000000
"United States (US)","Self-Storage",NA
"Poland (PL)","Mobile Payments",NA
"Poland (PL)","Consumer",NA
"Poland (PL)","Financial Services",NA
"Poland (PL)","Payments",NA
"Italy (IT)","Furniture",NA
"Italy (IT)","Lifestyle",NA
"Italy (IT)","Interior Design",NA
"Italy (IT)","Home Decor",NA
"Italy (IT)","Architecture",NA
"Italy (IT)","Real Estate",NA
"Sweden (SE)","Business Information Systems",8000000
"Canada (CA)","Fashion",NA
"Canada (CA)","Beauty",NA
"Canada (CA)","Communities",NA
"United States (US)","Wind Energy",NA
"United States (US)","Carbon Capture",20000000
"United States (US)","Fossil Fuels",20000000
"United Kingdom (GB)","Payments",NA
"United Kingdom (GB)","Finance",NA
"United States (US)","Presentations",NA
"Philippines (PH)","Chemical",NA
"Philippines (PH)","Manufacturing",NA
"Sweden (SE)","Optical Communication",NA
"Germany (DE)","Knowledge Management",57632
"United Kingdom (GB)","",516639
"Singapore (SG)","Outsourcing",6000000
"Singapore (SG)","Consulting",6000000
"Singapore (SG)","Information Services",6000000
"Ireland (IE)","Telecommunications",12000000
"Ireland (IE)","Wireless",12000000
"United States (US)","Cloud Storage",22640000
"United States (US)","Social Impact",11000000
"United States (US)","PropTech",31612500
"United States (US)","Property Management",34612500
"United States (US)","Employment",17200000
"Canada (CA)","Computer",NA
"United States (US)","Laser",NA
"United States (US)","Military",30000000
"United States (US)","Law Enforcement",30000000
"United Kingdom (GB)","Product Research",3152973
"Canada (CA)","SaaS",NA
"Canada (CA)","Market Research",NA
"United States (US)","Collaborative Consumption",NA
"Norway (NO)","Renewable Energy",NA
"Norway (NO)","Energy",NA
"Australia (AU)","Computer",2500000
"Australia (AU)","Hardware",2500000
"United States (US)","Business Process Automation (BPA)",6600000
"South Africa (ZA)","Financial Services",22860000
"The Netherlands (NL)","Winery",NA
"The Netherlands (NL)","Events",NA
"The Netherlands (NL)","Wine And Spirits",NA
"China (CN)","Audio",NA
"China (CN)","Electronics",362499
"China (CN)","Smart Home",362499
"United States (US)","Sharing Economy",NA
"United States (US)","Travel Accommodations",NA
"Zimbabwe (ZW)","Food and Beverage",NA
"Zimbabwe (ZW)","Agriculture",NA
"Zimbabwe (ZW)","Farming",NA
"United States (US)","Non Profit",7800000
"Italy (IT)","Transportation",NA
"Italy (IT)","Delivery",NA
"Italy (IT)","Logistics",NA
"Italy (IT)","Delivery Service",NA
"United States (US)","Bookkeeping and Payroll",10500000
"United States (US)","Transaction Processing",30500000
"Norway (NO)","Mobile",NA
"Norway (NO)","Commercial",NA
"Norway (NO)","Information Technology",NA
"Norway (NO)","Security",NA
"United Kingdom (GB)","Direct Marketing",250000
"United Kingdom (GB)","Direct Sales",250000
"United Kingdom (GB)","Sales",250000
"United Kingdom (GB)","Lead Generation",250000
"France (FR)","Construction",NA
"Germany (DE)","Content Delivery Network",NA
"Germany (DE)","Content",NA
"Germany (DE)","Hotel",NA
"Germany (DE)","Restaurants",NA
"United Kingdom (GB)","Brewing",4200000
"United States (US)","Mechanical Design",50000000
"United States (US)","Auto Insurance",915000
"United States (US)","Product Search",915000
"Norway (NO)","Data Center",NA
"Norway (NO)","Database",NA
"Norway (NO)","Oil and Gas",NA
"South Africa (ZA)","Mining",NA
"South Africa (ZA)","Precious Metals",NA
"United States (US)","Organic Food",236000000
"Norway (NO)","Aerospace",NA
"United States (US)","Data Collection and Labeling",11000000
"France (FR)","Hardware",NA
"China (CN)","Video Games",40000000
"China (CN)","PC Games",40000000
"China (CN)","Online Games",40000000
"China (CN)","FinTech",NA
"China (CN)","Medical",NA
"United Kingdom (GB)","Music",NA
"India (IN)","Electronics",NA
"Canada (CA)","Consumer Electronics",42800000
"United States (US)","Video Chat",11000000
"France (FR)","Laser",13108105
"France (FR)","Nanotechnology",1468656
"United States (US)","Career Planning",42330000
"Venezuela (VE)","Media and Entertainment",NA
"Venezuela (VE)","Social News",NA
"Venezuela (VE)","Lifestyle",NA
"Venezuela (VE)","Information Services",NA
"China (CN)","Insurance",2416704
"China (CN)","Commercial Insurance",2416704
"China (CN)","Big Data",NA
"United States (US)","Blogging Platforms",600000
"United Kingdom (GB)","Communications Infrastructure",NA
"Luxembourg (LU)","Telecommunications",NA
"Luxembourg (LU)","Video Chat",NA
"Luxembourg (LU)","Mobile",NA
"Germany (DE)","Robotics",4888769
"South Korea (KR)","Industrial Automation",NA
"South Korea (KR)","Warehousing",NA
"South Korea (KR)","Logistics",NA
"France (FR)","Precious Metals",NA
"France (FR)","Electrical Distribution",NA
"United States (US)","Battery",15000000
"United States (US)","Remote Sensing",NA
"France (FR)","Infrastructure",12000000
"France (FR)","Network Security",12000000
"France (FR)","Agriculture",NA
"France (FR)","Animal Feed",NA
"United States (US)","App Marketing",5000000
"United Kingdom (GB)","Computer Vision",NA
"United States (US)","Crowdsourcing",20900000
"United States (US)","Task Management",20900000
"India (IN)","Education",100000000
"United States (US)","GovTech",NA
"United States (US)","Politics",NA
"United States (US)","Mobile Payments",NA
"United States (US)","PaaS",29670000
"United States (US)","Private Cloud",12000000
"Canada (CA)","Hospital",507450
"United States (US)","Plastics and Rubber Manufacturing",20650000
"United States (US)","Industrial Manufacturing",20650000
"United States (US)","Drones",5000000
"Australia (AU)","Food and Beverage",NA
"Australia (AU)","Restaurants",NA
"Australia (AU)","Organic Food",NA
"United States (US)","Wholesale",3000000
"Switzerland (CH)","Automotive",NA
"United States (US)","Industrial Automation",7800000
"South Korea (KR)","Chemical",NA
"South Korea (KR)","Oil and Gas",NA
"India (IN)","EdTech",5000000
"India (IN)","Banking",5000000
"Vietnam (VN)","Manufacturing",1600000
"Vietnam (VN)","Plastics and Rubber Manufacturing",1600000
"Canada (CA)","Business Intelligence",NA
"Canada (CA)","Business Development",NA
"Canada (CA)","Business Information Systems",NA
"United States (US)","Image Recognition",NA
"United Kingdom (GB)","Corporate Training",NA
"United Kingdom (GB)","Management Information Systems",NA
"Sweden (SE)","Communities",3769358
"Sweden (SE)","Gaming",3769358
"France (FR)","Fashion",NA
"United States (US)","Simulation",4000000
"United States (US)","Tobacco",10000000
"France (FR)","Retail Technology",NA
"France (FR)","Retail",NA
"United Kingdom (GB)","Funerals",NA
"United Kingdom (GB)","Consumer",NA
"Spain (ES)","Media and Entertainment",NA
"United States (US)","Art",300000
"Ghana (GH)","Information Technology",NA
"Ghana (GH)","Software",NA
"United States (US)","Tennis",NA
"United States (US)","Shipping",NA
"Switzerland (CH)","Medical Device",10830758
"Chile (CL)","FinTech",500000
"Chile (CL)","Billing",500000
"Chile (CL)","Mobile",500000
"Chile (CL)","Artificial Intelligence",500000
"Chile (CL)","Transaction Processing",500000
"Chile (CL)","Predictive Analytics",500000
"Chile (CL)","Information Technology",500000
"Chile (CL)","Big Data",500000
"Belgium (BE)","Health Care",14041591
"Belgium (BE)","Clinical Trials",14041591
"Japan (JP)","Snack Food",NA
"South Korea (KR)","Product Research",NA
"South Korea (KR)","Genetics",NA
"Taiwan (TW)","Electronics",NA
"Taiwan (TW)","Sales",NA
"India (IN)","Printing",3000000
"Denmark (DK)","Semantic Search",250000
"Denmark (DK)","SEO",250000
"Denmark (DK)","Advertising",250000
"Denmark (DK)","SaaS",690000
"Denmark (DK)","Email",250000
"France (FR)","Risk Management",NA
"France (FR)","Financial Services",NA
"United Kingdom (GB)","Natural Language Processing",400000
"United Kingdom (GB)","Data Visualization",400000
"United Kingdom (GB)","Artificial Intelligence",400000
"United Kingdom (GB)","Search Engine",400000
"Israel (IL)","Photography",5500000
"Israel (IL)","Robotics",5500000
"Sweden (SE)","Web Hosting",10000000
"Sweden (SE)","Mobile",10000000
"Israel (IL)","Pharmaceutical",8900000
"Turkiye (TR)","Software",500000
"Turkiye (TR)","Industrial Automation",500000
"Japan (JP)","Software",1600000
"Japan (JP)","Virtualization",1600000
"Japan (JP)","Semiconductor",1600000
"Japan (JP)","Consumer Electronics",1600000
"France (FR)","Sensor",NA
"Canada (CA)","Optical Communication",20000000
"Nigeria (NG)","Manufacturing",NA
"United Kingdom (GB)","Legal",13524000
"United Kingdom (GB)","Government",13524000
"United Kingdom (GB)","Career Planning",13524000
"United States (US)","Staffing Agency",9500000
"United States (US)","Property Development",NA
"United Kingdom (GB)","Industrial Manufacturing",NA
"United States (US)","Natural Language Processing",6000000
"Belgium (BE)","Infrastructure",NA
"Belgium (BE)","Transaction Processing",NA
"United States (US)","Local Business",NA
"Spain (ES)","Logistics",NA
"Spain (ES)","Air Transportation",NA
"Spain (ES)","Transportation",NA
"Spain (ES)","Delivery",NA
"United States (US)","Archiving Service",1000000
"United States (US)","Higher Education",NA
"Switzerland (CH)","Machinery Manufacturing",NA
"China (CN)","Shipping",NA
"China (CN)","Leisure",NA
"Canada (CA)","Industrial Manufacturing",NA
"Canada (CA)","Industrial Engineering",NA
"United Kingdom (GB)","Content Delivery Network",NA
"France (FR)","Medical",NA
"France (FR)","Veterinary",NA
"United States (US)","Building Material",NA
"United Kingdom (GB)","Media and Entertainment",3000000
"United Kingdom (GB)","Rental",3000000
"United Kingdom (GB)","Business Development",15000000
"India (IN)","Telecommunications",6480000
"The Netherlands (NL)","Business Development",40000000
"The Netherlands (NL)","Business Information Systems",40000000
"The Netherlands (NL)","Business Intelligence",40000000
"Portugal (PT)","Telecommunications",NA
"Portugal (PT)","Wireless",NA
"United States (US)","Content Syndication",2500000
"The Netherlands (NL)","Marketplace",NA
"Israel (IL)","Wireless",15500000
"Israel (IL)","Consumer Electronics",15500000
"Italy (IT)","Telecommunications",100000
"Italy (IT)","Mobile",100000
"United States (US)","Furniture",NA
"Canada (CA)","Developer Tools",34889246
"Australia (AU)","Education",2500000
"India (IN)","Outsourcing",4000000
"India (IN)","Consulting",4000000
"India (IN)","Health Care",4000000
"United Kingdom (GB)","Construction",NA
"United States (US)","Sporting Goods",NA
"Israel (IL)","iOS",NA
"Sweden (SE)","Network Hardware",12500000
"Australia (AU)","Biopharma",4000000
"Australia (AU)","Therapeutics",4000000
"Australia (AU)","Biotechnology",4000000
"Australia (AU)","Medical",4000000
"United Kingdom (GB)","Developer Platform",6360706
"Hong Kong (HK)","Advertising Platforms",20000000
"Hong Kong (HK)","Finance",20000000
"Hong Kong (HK)","Apps",20000000
"Hong Kong (HK)","Software",20000000
"Hong Kong (HK)","Financial Services",20000000
"United Kingdom (GB)","Data Storage",NA
"United States (US)","Photo Sharing",NA
"United Kingdom (GB)","Fashion",5800000
"United Kingdom (GB)","Lifestyle",5800000
"Denmark (DK)","Consumer Electronics",440000
"Denmark (DK)","Analytics",440000
"Denmark (DK)","Business Intelligence",440000
"Denmark (DK)","Developer Tools",440000
"Denmark (DK)","Web Development",440000
"Denmark (DK)","Data Visualization",440000
"Russia (RU)","Ad Network",NA
"Russia (RU)","Advertising",NA
"United States (US)","Car Sharing",2000000
"Japan (JP)","Industrial Manufacturing",NA
"Japan (JP)","Robotics",NA
"Japan (JP)","Sensor",NA
"China (CN)","News",NA
