model,timestamp,money
deepseek-chat-v3.1,118,9952.358762
qwen3-max,118,9139.898016
claude-sonnet-4-5,118,7957.261435
buynhold_btc,118,10006.26785
gpt-5,119,3523.578236
gemini-2.5-pro,119,4890.517814
grok-4,119,8592.836599
qwen3-max,119,9276.431567
deepseek-chat-v3.1,119,9752.059532
claude-sonnet-4-5,119,7990.553695
buynhold_btc,119,10024.6972
gpt-5,120,3486.823549
gemini-2.5-pro,120,4899.912494
grok-4,120,8561.446646
qwen3-max,120,9491.365241
deepseek-chat-v3.1,120,9942.786927
claude-sonnet-4-5,120,7993.256155
buynhold_btc,120,10079.1433
gpt-5,121,3253.014938
gemini-2.5-pro,121,4663.475434
grok-4,121,8586.126484
qwen3-max,121,9659.249605
deepseek-chat-v3.1,121,10381.665573
claude-sonnet-4-5,121,8170.243088
buynhold_btc,121,10084.47565
gpt-5,122,3199.999026
grok-4,122,8568.868389
gemini-2.5-pro,122,4559.437485
deepseek-chat-v3.1,122,10600.110436
qwen3-max,122,10191.68755
claude-sonnet-4-5,122,8210.495868
buynhold_btc,122,10123.01825
gpt-5,123,3137.376616
gemini-2.5-pro,123,4476.55536
grok-4,123,8495.451248
qwen3-max,123,10837.797753
deepseek-chat-v3.1,123,10740.289877
claude-sonnet-4-5,123,8235.743129
buynhold_btc,123,10130.97
gpt-5,124,3106.708906
gemini-2.5-pro,124,4421.69457
grok-4,124,8450.507024
qwen3-max,124,11332.981708
deepseek-chat-v3.1,124,10994.779564
claude-sonnet-4-5,124,8312.753455
buynhold_btc,124,10163.5254
gpt-5,125,3082.097638
gemini-2.5-pro,125,4397.450666
grok-4,125,8437.53166
qwen3-max,125,11371.486521
deepseek-chat-v3.1,125,11096.041049
claude-sonnet-4-5,125,8296.432869
buynhold_btc,125,10165.7706
gpt-5,126,3033.147345
gemini-2.5-pro,126,4324.690159
grok-4,126,8352.042878
qwen3-max,126,12001.904743
deepseek-chat-v3.1,126,11224.409877
claude-sonnet-4-5,126,8402.287178
buynhold_btc,126,10172.03845
gpt-5,127,2956.351296
gemini-2.5-pro,127,4206.512499
grok-4,127,8400.794708
qwen3-max,127,12406.915468
deepseek-chat-v3.1,127,11487.742724
claude-sonnet-4-5,127,8556.021953
buynhold_btc,127,10288.22755
gpt-5,128,2815.650037
gemini-2.5-pro,128,3874.393328
grok-4,128,8254.061929
deepseek-chat-v3.1,128,12194.141324
qwen3-max,128,14632.734417
claude-sonnet-4-5,128,8767.292834
buynhold_btc,128,10231.6298
gpt-5,129,2805.422144
gemini-2.5-pro,129,4008.663048
grok-4,129,8292.912208
qwen3-max,129,13603.017302
deepseek-chat-v3.1,129,12293.965596
claude-sonnet-4-5,129,8911.227278
buynhold_btc,129,10254.456
gpt-5,130,2744.490729
gemini-2.5-pro,130,3852.815973
grok-4,130,8328.395914
deepseek-chat-v3.1,130,12325.884419
qwen3-max,130,13473.93443
claude-sonnet-4-5,130,8835.695082
buynhold_btc,130,10237.617
gpt-5,131,2791.952059
grok-4,131,8232.913458
gemini-2.5-pro,131,3810.516041
qwen3-max,131,13641.773469
deepseek-chat-v3.1,131,12312.307081
claude-sonnet-4-5,131,8840.292375
buynhold_btc,131,10249.7785
gpt-5,132,2783.365419
gemini-2.5-pro,132,3843.248654
grok-4,132,8226.680894
deepseek-chat-v3.1,132,12186.489964
qwen3-max,132,13503.852214
claude-sonnet-4-5,132,8698.155138
buynhold_btc,132,10230.41365
gpt-5,133,2762.803052
gemini-2.5-pro,133,3944.262855
grok-4,133,8094.461906
qwen3-max,133,12397.695442
deepseek-chat-v3.1,133,11605.066277
claude-sonnet-4-5,133,8481.498573
buynhold_btc,133,10196.2679
gpt-5,134,2766.842403
gemini-2.5-pro,134,3953.395065
grok-4,134,8069.604364
qwen3-max,134,12657.6609
deepseek-chat-v3.1,134,11774.537315
claude-sonnet-4-5,134,8528.905385
buynhold_btc,134,10241.45255
gpt-5,135,2776.172482
gemini-2.5-pro,135,3882.755433
grok-4,135,8086.883034
qwen3-max,135,13435.058126
deepseek-chat-v3.1,135,12001.182942
claude-sonnet-4-5,135,8566.378698
buynhold_btc,135,10266.71105
gemini-2.5-pro,136,3907.913165
gpt-5,136,2779.625876
grok-4,136,8092.278998
qwen3-max,136,13636.213049
deepseek-chat-v3.1,136,12011.835059
claude-sonnet-4-5,136,8780.651261
buynhold_btc,136,10286.216225
gpt-5,137,2688.561483
grok-4,137,8583.970312
gemini-2.5-pro,137,3590.831315
qwen3-max,137,14537.080622
deepseek-chat-v3.1,137,12882.973342
claude-sonnet-4-5,137,8682.191134
buynhold_btc,137,10267.553
gpt-5,138,2697.428691
gemini-2.5-pro,138,3551.06537
grok-4,138,8587.253374
qwen3-max,138,14389.339154
deepseek-chat-v3.1,138,12836.86312
claude-sonnet-4-5,138,8638.049841
buynhold_btc,138,10382.52595
gpt-5,139,2734.244973
grok-4,139,8528.892499
gemini-2.5-pro,139,3388.127855
qwen3-max,139,16922.853725
deepseek-chat-v3.1,139,13222.064455
claude-sonnet-4-5,139,8804.656267
buynhold_btc,139,10337.5284
gpt-5,140,2715.060129
gemini-2.5-pro,140,3607.76738
grok-4,140,8816.900696
qwen3-max,140,15269.824662
deepseek-chat-v3.1,140,12246.290054
claude-sonnet-4-5,140,8659.056021
buynhold_btc,140,10335.18965
gpt-5,141,2709.560895
grok-4,141,8792.98565
gemini-2.5-pro,141,3656.97206
qwen3-max,141,14357.684664
deepseek-chat-v3.1,141,12229.149988
claude-sonnet-4-5,141,8597.994359
buynhold_btc,141,10289.35015
gpt-5,142,2681.887465
gemini-2.5-pro,142,3800.471505
grok-4,142,8684.166278
qwen3-max,142,13768.961302
deepseek-chat-v3.1,142,11998.144811
claude-sonnet-4-5,142,8492.840677
buynhold_btc,142,10248.93655
gpt-5,143,2677.703926
grok-4,143,8680.912076
gemini-2.5-pro,143,3782.450127
qwen3-max,143,13693.757719
deepseek-chat-v3.1,143,11898.713694
claude-sonnet-4-5,143,8519.825285
buynhold_btc,143,10301.6052
gpt-5,144,2699.722539
gemini-2.5-pro,144,3665.756483
grok-4,144,8710.038148
deepseek-chat-v3.1,144,12260.813663
qwen3-max,144,14169.304092
claude-sonnet-4-5,144,8584.980743
buynhold_btc,144,10295.8051
gpt-5,145,2733.366884
gemini-2.5-pro,145,3727.233035
grok-4,145,8561.789664
deepseek-chat-v3.1,145,12477.17066
qwen3-max,145,14452.767279
claude-sonnet-4-5,145,8681.240168
buynhold_btc,145,10327.70565
gpt-5,146,2802.414084
grok-4,146,8686.364879
gemini-2.5-pro,146,3813.257135
deepseek-chat-v3.1,146,12868.803186
qwen3-max,146,15555.500029
claude-sonnet-4-5,146,8829.150308
buynhold_btc,146,10325.83465
grok-4,147,8676.118476
gpt-5,147,2793.259742
gemini-2.5-pro,147,3795.018232
qwen3-max,147,15356.790697
deepseek-chat-v3.1,147,12806.912129
claude-sonnet-4-5,147,8734.367566
buynhold_btc,147,10340.101025
gpt-5,148,2782.210058
gemini-2.5-pro,148,3782.530033
grok-4,148,8688.817238
qwen3-max,148,15430.521732
deepseek-chat-v3.1,148,12903.547254
claude-sonnet-4-5,148,8816.135264
buynhold_btc,148,10329.6702
gpt-5,149,2743.619996
gemini-2.5-pro,149,3739.760828
grok-4,149,8619.867713
deepseek-chat-v3.1,149,12829.322359
qwen3-max,149,15122.055659
claude-sonnet-4-5,149,8817.649031
buynhold_btc,149,10402.35855
gpt-5,150,2829.133256
grok-4,150,8945.144193
gemini-2.5-pro,150,3744.628069
qwen3-max,150,16407.051798
deepseek-chat-v3.1,150,13583.402174
claude-sonnet-4-5,150,9217.716534
buynhold_btc,150,10399.36495
gpt-5,151,2819.578314
gemini-2.5-pro,151,3746.235289
grok-4,151,8965.170603
qwen3-max,151,16753.205904
deepseek-chat-v3.1,151,13747.629136
claude-sonnet-4-5,151,9182.072421
buynhold_btc,151,10433.04295
gpt-5,152,2860.566675
grok-4,152,9055.94473
gemini-2.5-pro,152,3778.420684
qwen3-max,152,17260.074987
deepseek-chat-v3.1,152,13889.56649
claude-sonnet-4-5,152,9188.187426
buynhold_btc,152,10402.0779
gpt-5,153,2666.34056
gemini-2.5-pro,153,3618.987195
grok-4,153,8672.623652
deepseek-chat-v3.1,153,13228.290688
qwen3-max,153,16236.19414
claude-sonnet-4-5,153,8977.772238
buynhold_btc,153,10388.88735
gpt-5,154,2741.594702
gemini-2.5-pro,154,3644.521555
grok-4,154,8773.028724
qwen3-max,154,16535.312239
deepseek-chat-v3.1,154,13500.634089
claude-sonnet-4-5,154,9124.758479
buynhold_btc,154,10419.94595
gpt-5,155,2760.680403
gemini-2.5-pro,155,3681.281788
grok-4,155,8813.580597
qwen3-max,155,16975.544605
deepseek-chat-v3.1,155,13492.987152
claude-sonnet-4-5,155,9140.849266
buynhold_btc,155,10402.35855
gpt-5,156,2714.099573
grok-4,156,8719.542077
gemini-2.5-pro,156,3613.018149
qwen3-max,156,16600.42219
deepseek-chat-v3.1,156,13392.713886
claude-sonnet-4-5,156,9044.268005
buynhold_btc,156,10391.50675
gpt-5,157,2708.305823
gemini-2.5-pro,157,3629.667729
grok-4,157,8833.732323
qwen3-max,157,16817.221073
deepseek-chat-v3.1,157,13573.482528
claude-sonnet-4-5,157,9083.176027
buynhold_btc,157,10426.7751
gpt-5,158,2828.611923
gemini-2.5-pro,158,3756.850896
grok-4,158,8990.635897
qwen3-max,158,16939.934297
deepseek-chat-v3.1,158,13857.55368
claude-sonnet-4-5,158,9273.76597
buynhold_btc,158,10391.9745
gpt-5,159,2702.530551
grok-4,159,8825.042295
gemini-2.5-pro,159,3624.537465
qwen3-max,159,15629.896317
deepseek-chat-v3.1,159,12999.887109
claude-sonnet-4-5,159,8712.190732
buynhold_btc,159,10311.5215
gpt-5,160,2498.90199
gemini-2.5-pro,160,3377.694939
grok-4,160,8294.898886
qwen3-max,160,14943.155952
deepseek-chat-v3.1,160,11969.643861
claude-sonnet-4-5,160,8586.002842
buynhold_btc,160,10333.7864
gpt-5,161,2450.537556
gemini-2.5-pro,161,3309.180519
grok-4,161,8192.374214
qwen3-max,161,14454.379801
deepseek-chat-v3.1,161,11122.787723
claude-sonnet-4-5,161,8409.433828
buynhold_btc,161,10303.8504
gpt-5,162,2476.066181
gemini-2.5-pro,162,3230.915425
grok-4,162,8244.0139
deepseek-chat-v3.1,162,11572.01019
qwen3-max,162,15361.118383
claude-sonnet-4-5,162,8596.913605
buynhold_btc,162,10334.909
gpt-5,163,2506.202703
gemini-2.5-pro,163,3224.411848
deepseek-chat-v3.1,163,11420.784791
grok-4,163,8272.311018
qwen3-max,163,15127.1377
claude-sonnet-4-5,163,8655.24355
buynhold_btc,163,10344.264
gpt-5,164,2610.080148
gemini-2.5-pro,164,3231.3733
grok-4,164,8521.893879
qwen3-max,164,15761.427707
deepseek-chat-v3.1,164,12317.062381
claude-sonnet-4-5,164,8817.521358
buynhold_btc,164,10367.6515
gpt-5,165,2688.708899
gemini-2.5-pro,165,3245.334418
grok-4,165,8624.085721
qwen3-max,165,15633.27764
deepseek-chat-v3.1,165,13041.013583
claude-sonnet-4-5,165,8694.499149
buynhold_btc,165,10361.6643
gpt-5,166,2746.348113
gemini-2.5-pro,166,3285.558892
grok-4,166,8886.728863
qwen3-max,166,16379.280738
deepseek-chat-v3.1,166,13292.284756
claude-sonnet-4-5,166,8836.525371
buynhold_btc,166,10388.88735
gpt-5,167,2770.824793
grok-4,167,8910.05914
gemini-2.5-pro,167,3294.982458
qwen3-max,167,16498.079132
deepseek-chat-v3.1,167,13276.945109
claude-sonnet-4-5,167,8894.400513
buynhold_btc,167,10399.36495
gemini-2.5-pro,168,3296.470308
gpt-5,168,2757.532954
grok-4,168,8821.30662
qwen3-max,168,16283.679143
deepseek-chat-v3.1,168,13019.245908
claude-sonnet-4-5,168,8823.537912
buynhold_btc,168,10395.7165
gpt-5,169,2742.409842
gemini-2.5-pro,169,3290.267535
grok-4,169,8831.703295
qwen3-max,169,16514.199521
deepseek-chat-v3.1,169,13123.244077
claude-sonnet-4-5,169,8832.365152
buynhold_btc,169,10373.2645
gpt-5,170,2696.472366
grok-4,170,8786.11674
gemini-2.5-pro,170,3298.507133
qwen3-max,170,15990.12573
deepseek-chat-v3.1,170,12768.929494
claude-sonnet-4-5,170,8823.675688
buynhold_btc,170,10389.168
gemini-2.5-pro,171,3354.810483
gpt-5,171,2830.408103
grok-4,171,9070.546917
deepseek-chat-v3.1,171,13315.980328
qwen3-max,171,16565.604516
claude-sonnet-4-5,171,8951.249911
buynhold_btc,171,10391.13255
gpt-5,172,2830.078086
grok-4,172,9029.460384
gemini-2.5-pro,172,3342.388593
deepseek-chat-v3.1,172,13291.056639
qwen3-max,172,16562.88438
claude-sonnet-4-5,172,8959.539575
buynhold_btc,172,10397.49395
gpt-5,173,2796.723716
gemini-2.5-pro,173,3274.065743
grok-4,173,8958.022543
qwen3-max,173,16509.204146
deepseek-chat-v3.1,173,13025.529585
claude-sonnet-4-5,173,9026.174506
buynhold_btc,173,10425.2783
gpt-5,174,2859.220665
gemini-2.5-pro,174,3354.517941
grok-4,174,9057.292259
qwen3-max,174,16796.559061
deepseek-chat-v3.1,174,13060.651213
claude-sonnet-4-5,174,9051.358169
buynhold_btc,174,10419.2911
gpt-5,175,2890.016887
gemini-2.5-pro,175,3377.820688
grok-4,175,9212.687784
qwen3-max,175,17285.790105
deepseek-chat-v3.1,175,13512.595733
claude-sonnet-4-5,175,9177.040056
buynhold_btc,175,10420.6008
gpt-5,176,2830.972087
grok-4,176,9053.871159
gemini-2.5-pro,176,3324.810115
qwen3-max,176,17279.141639
deepseek-chat-v3.1,176,13279.451809
claude-sonnet-4-5,176,9147.019593
buynhold_btc,176,10450.7239
gpt-5,177,2833.373385
gemini-2.5-pro,177,3337.643053
grok-4,177,9032.676131
deepseek-chat-v3.1,177,13174.14659
qwen3-max,177,17386.170012
claude-sonnet-4-5,177,9206.709865
buynhold_btc,177,10447.9174
gpt-5,178,2924.453074
gemini-2.5-pro,178,3415.634903
grok-4,178,9206.424741
qwen3-max,178,17838.151697
deepseek-chat-v3.1,178,13871.406754
claude-sonnet-4-5,178,9442.20275
buynhold_btc,178,10462.8854
gemini-2.5-pro,179,3310.066503
gpt-5,179,2816.897011
grok-4,179,9025.652497
deepseek-chat-v3.1,179,13505.104592
qwen3-max,179,17582.579335
claude-sonnet-4-5,179,9173.243321
buynhold_btc,179,10454.8401
gpt-5,180,2828.937542
grok-4,180,8959.741147
gemini-2.5-pro,180,3306.520772
qwen3-max,180,17573.965969
deepseek-chat-v3.1,180,13442.518461
claude-sonnet-4-5,180,9250.236188
buynhold_btc,180,10453.7175
gpt-5,181,2873.156378
gemini-2.5-pro,181,3347.140851
grok-4,181,9049.494607
qwen3-max,181,17479.112554
deepseek-chat-v3.1,181,13530.699787
claude-sonnet-4-5,181,9351.846575
buynhold_btc,181,10455.68205
gemini-2.5-pro,182,3408.081445
gpt-5,182,2967.685604
grok-4,182,9226.138719
deepseek-chat-v3.1,182,13891.173485
qwen3-max,182,18060.450882
claude-sonnet-4-5,182,9416.179816
buynhold_btc,182,10452.5949
gpt-5,183,2936.434402
grok-4,183,9140.57566
gemini-2.5-pro,183,3405.736491
qwen3-max,183,17816.634698
deepseek-chat-v3.1,183,13659.473317
claude-sonnet-4-5,183,9416.260992
buynhold_btc,183,10446.88835
gpt-5,184,2942.331729
gemini-2.5-pro,184,3432.020949
grok-4,184,9096.087758
deepseek-chat-v3.1,184,13480.01549
qwen3-max,184,17416.020695
claude-sonnet-4-5,184,9225.719943
buynhold_btc,184,10436.6914
gpt-5,185,2858.819991
gemini-2.5-pro,185,3411.339996
grok-4,185,8944.875659
qwen3-max,185,17115.371714
deepseek-chat-v3.1,185,13244.037549
claude-sonnet-4-5,185,9107.16854
buynhold_btc,185,10413.3039
gpt-5,186,2853.166401
gemini-2.5-pro,186,3356.088812
grok-4,186,8971.118162
qwen3-max,186,17002.8831
deepseek-chat-v3.1,186,13226.282977
claude-sonnet-4-5,186,9261.227862
buynhold_btc,186,10419.19755
gpt-5,187,2882.321398
gemini-2.5-pro,187,3349.158773
grok-4,187,8999.799606
deepseek-chat-v3.1,187,13354.104338
qwen3-max,187,17039.354413
claude-sonnet-4-5,187,9151.103958
buynhold_btc,187,10459.5176
gpt-5,188,3066.955873
gemini-2.5-pro,188,3552.536829
qwen3-max,188,17778.274413
grok-4,188,9307.69937
deepseek-chat-v3.1,188,14223.308008
claude-sonnet-4-5,188,9542.0849
buynhold_btc,188,10448.6658
gpt-5,189,3034.25819
grok-4,189,9228.22091
gemini-2.5-pro,189,3448.391379
qwen3-max,189,17635.602511
deepseek-chat-v3.1,189,14206.854248
claude-sonnet-4-5,189,9507.778472
buynhold_btc,189,10427.1493
gpt-5,190,2998.764783
gemini-2.5-pro,190,3402.525028
grok-4,190,9106.395026
deepseek-chat-v3.1,190,13841.680363
qwen3-max,190,17203.632379
claude-sonnet-4-5,190,9342.754277
buynhold_btc,190,10424.99765
gpt-5,191,3003.294184
gemini-2.5-pro,191,3397.422978
grok-4,191,9125.94754
qwen3-max,191,17171.501169
deepseek-chat-v3.1,191,13868.372824
claude-sonnet-4-5,191,9296.724622
buynhold_btc,191,10444.1754
gpt-5,192,3049.228504
gemini-2.5-pro,192,3447.052178
grok-4,192,9203.963652
qwen3-max,192,17445.126308
deepseek-chat-v3.1,192,14206.02159
claude-sonnet-4-5,192,9481.825033
buynhold_btc,192,10447.5432
gemini-2.5-pro,193,3391.070984
gpt-5,193,2993.332122
grok-4,193,9100.014457
qwen3-max,193,17485.510982
deepseek-chat-v3.1,193,13835.591462
claude-sonnet-4-5,193,9374.994747
buynhold_btc,193,10466.72095
gpt-5,194,3008.758616
gemini-2.5-pro,194,3421.692641
grok-4,194,9153.781231
qwen3-max,194,17721.893843
deepseek-chat-v3.1,194,14050.929051
claude-sonnet-4-5,194,9515.333512
buynhold_btc,194,10461.9499
gpt-5,195,2968.151752
gemini-2.5-pro,195,3372.527396
grok-4,195,9022.067051
deepseek-chat-v3.1,195,13284.114732
qwen3-max,195,17391.838566
claude-sonnet-4-5,195,9209.408087
buynhold_btc,195,10444.9238
gpt-5,196,2909.912481
gemini-2.5-pro,196,3327.041609
grok-4,196,8936.471661
qwen3-max,196,17138.227993
deepseek-chat-v3.1,196,13121.415329
claude-sonnet-4-5,196,9130.954635
buynhold_btc,196,10429.67515
gpt-5,197,2908.670273
gemini-2.5-pro,197,3322.484465
grok-4,197,8900.453071
deepseek-chat-v3.1,197,13224.025969
qwen3-max,197,16798.381976
claude-sonnet-4-5,197,9104.359107
buynhold_btc,197,10427.61705
gpt-5,198,2952.0876
grok-4,198,9014.366331
gemini-2.5-pro,198,3337.387982
deepseek-chat-v3.1,198,13470.906672
qwen3-max,198,17072.011917
claude-sonnet-4-5,198,9253.199858
buynhold_btc,198,10448.94645
gpt-5,199,2999.777352
gemini-2.5-pro,199,3370.865579
grok-4,199,9121.725876
deepseek-chat-v3.1,199,13716.17358
qwen3-max,199,17420.11735
claude-sonnet-4-5,199,9326.610835
buynhold_btc,199,10447.44965
gemini-2.5-pro,200,3397.779114
gpt-5,200,3028.295538
grok-4,200,9174.140946
qwen3-max,200,17497.742268
deepseek-chat-v3.1,200,13806.775648
claude-sonnet-4-5,200,9446.700094
buynhold_btc,200,10454.18525
gpt-5,201,3039.219753
grok-4,201,9232.860246
gemini-2.5-pro,201,3404.615492
deepseek-chat-v3.1,201,14128.758706
qwen3-max,201,17802.72503
claude-sonnet-4-5,201,9549.363299
buynhold_btc,201,10468.3113
gpt-5,202,3090.306734
gemini-2.5-pro,202,3445.443221
grok-4,202,9310.173757
qwen3-max,202,17843.106494
deepseek-chat-v3.1,202,14321.411727
claude-sonnet-4-5,202,9607.281988
buynhold_btc,202,10519.3896
qwen3-max,203,18615.99015
gpt-5,203,3235.687236
gemini-2.5-pro,203,3599.157701
grok-4,203,9798.370198
deepseek-chat-v3.1,203,15417.619917
claude-sonnet-4-5,203,10034.051565
buynhold_btc,203,10522.47675
gpt-5,204,3185.227934
gemini-2.5-pro,204,3522.555292
grok-4,204,9652.8599
qwen3-max,204,18696.515751
deepseek-chat-v3.1,204,15068.438043
claude-sonnet-4-5,204,10034.319022
buynhold_btc,204,10577.7648
gpt-5,205,3406.042716
gemini-2.5-pro,205,3793.056212
grok-4,205,10318.30267
qwen3-max,205,19265.736981
deepseek-chat-v3.1,205,17417.391529
claude-sonnet-4-5,205,11050.529979
buynhold_btc,205,10626.87855
gpt-5,206,3479.827518
gemini-2.5-pro,206,3871.760536
grok-4,206,10389.359195
deepseek-chat-v3.1,206,18234.374556
qwen3-max,206,19410.845866
claude-sonnet-4-5,206,11187.34024
buynhold_btc,206,10638.5723
gpt-5,207,3538.115666
gemini-2.5-pro,207,3882.051038
grok-4,207,10424.096747
qwen3-max,207,19425.303537
deepseek-chat-v3.1,207,18371.771806
claude-sonnet-4-5,207,11345.35942
buynhold_btc,207,10655.31775
gemini-2.5-pro,208,3840.983438
gpt-5,208,3462.827794
grok-4,208,10309.625685
deepseek-chat-v3.1,208,17737.331809
qwen3-max,208,19326.532339
claude-sonnet-4-5,208,11168.612018
buynhold_btc,208,10623.9785
gpt-5,209,3534.0285
gemini-2.5-pro,209,3892.45258
grok-4,209,10463.2433
qwen3-max,209,19370.470136
deepseek-chat-v3.1,209,17780.1727
claude-sonnet-4-5,209,11174.994996
buynhold_btc,209,10630.80765
gpt-5,210,3410.11247
gemini-2.5-pro,210,3768.496496
grok-4,210,10230.032071
deepseek-chat-v3.1,210,17448.955305
qwen3-max,210,19360.139298
claude-sonnet-4-5,210,11168.475285
buynhold_btc,210,10634.17545
gpt-5,211,3417.932551
gemini-2.5-pro,211,3774.691296
grok-4,211,10239.485811
qwen3-max,211,19304.249222
deepseek-chat-v3.1,211,17723.322311
claude-sonnet-4-5,211,11167.988923
buynhold_btc,211,10650.64025
gpt-5,212,3452.168549
gemini-2.5-pro,212,3813.776089
grok-4,212,10303.81345
qwen3-max,212,19370.96799
deepseek-chat-v3.1,212,17830.097135
claude-sonnet-4-5,212,11136.177133
buynhold_btc,212,10638.66585
gpt-5,213,3414.422461
grok-4,213,10206.972565
gemini-2.5-pro,213,3766.018789
qwen3-max,213,19361.306691
deepseek-chat-v3.1,213,17605.843623
claude-sonnet-4-5,213,11090.495353
buynhold_btc,213,10619.20745
gpt-5,214,3326.492933
gemini-2.5-pro,214,3705.168239
grok-4,214,10071.741277
qwen3-max,214,19242.437628
deepseek-chat-v3.1,214,17566.879793
claude-sonnet-4-5,214,11037.764041
buynhold_btc,214,10614.4364
gpt-5,215,3411.048109
grok-4,215,10384.038666
gemini-2.5-pro,215,3873.561019
qwen3-max,215,19471.967242
deepseek-chat-v3.1,215,20670.298347
claude-sonnet-4-5,215,12107.070966
buynhold_btc,215,10718.18335
gpt-5,216,3886.876337
grok-4,216,11012.419854
gemini-2.5-pro,216,4165.380773
deepseek-chat-v3.1,216,21003.547499
qwen3-max,216,20350.1755
claude-sonnet-4-5,216,12148.643119
buynhold_btc,216,10729.3158
gpt-5,217,3842.7258
gemini-2.5-pro,217,4131.785753
grok-4,217,10889.909196
qwen3-max,217,20280.346372
deepseek-chat-v3.1,217,20883.778118
claude-sonnet-4-5,217,12183.207736
buynhold_btc,217,10755.22915
gpt-5,218,4006.119398
gemini-2.5-pro,218,4245.185597
deepseek-chat-v3.1,218,21553.91865
grok-4,218,11272.685175
qwen3-max,218,20425.393499
claude-sonnet-4-5,218,12272.284323
buynhold_btc,218,10795.08145
gpt-5,219,4145.361089
gemini-2.5-pro,219,4395.201597
grok-4,219,11580.677004
deepseek-chat-v3.1,219,22176.835397
qwen3-max,219,20659.059455
claude-sonnet-4-5,219,12439.475176
buynhold_btc,219,10766.9229
gpt-5,220,4108.86877
grok-4,220,11425.313602
gemini-2.5-pro,220,4361.30645
qwen3-max,220,20799.245271
deepseek-chat-v3.1,220,22654.724115
claude-sonnet-4-5,220,12377.085949
buynhold_btc,220,10767.6713
gpt-5,221,4096.987369
gemini-2.5-pro,221,4332.219188
grok-4,221,11384.913196
deepseek-chat-v3.1,221,22547.442554
qwen3-max,221,20765.829208
claude-sonnet-4-5,221,12274.034213
buynhold_btc,221,10791.52655
gpt-5,222,4112.564819
gemini-2.5-pro,222,4352.49645
grok-4,222,11437.758391
qwen3-max,222,20927.865931
deepseek-chat-v3.1,222,22721.361557
claude-sonnet-4-5,222,12603.869406
buynhold_btc,222,10814.2592
gpt-5,223,4180.921183
gemini-2.5-pro,223,4400.799688
grok-4,223,11518.692749
qwen3-max,223,20715.672098
deepseek-chat-v3.1,223,22732.746298
claude-sonnet-4-5,223,12584.595622
buynhold_btc,223,10840.17255
gpt-5,224,4238.250909
gemini-2.5-pro,224,4472.895604
grok-4,224,11639.45332
qwen3-max,224,20852.665658
deepseek-chat-v3.1,224,23063.722356
claude-sonnet-4-5,224,12817.349876
buynhold_btc,224,10816.59795
grok-4,225,11347.81988
gpt-5,225,4042.76262
gemini-2.5-pro,225,4260.959046
qwen3-max,225,19643.167081
deepseek-chat-v3.1,225,22526.631038
claude-sonnet-4-5,225,12384.683357
buynhold_btc,225,10795.3621
gpt-5,226,3867.33788
gemini-2.5-pro,226,4097.971908
grok-4,226,10949.735917
qwen3-max,226,18290.677131
deepseek-chat-v3.1,226,21966.754772
claude-sonnet-4-5,226,11948.784534
buynhold_btc,226,10794.89435
gpt-5,227,3844.973326
gemini-2.5-pro,227,4088.072308
grok-4,227,10882.299829
qwen3-max,227,18230.582811
deepseek-chat-v3.1,227,21979.668633
claude-sonnet-4-5,227,12117.335538
buynhold_btc,227,10814.91405
gpt-5,228,3879.975629
gemini-2.5-pro,228,4147.363804
grok-4,228,10992.202838
qwen3-max,228,18462.800424
deepseek-chat-v3.1,228,22240.333047
claude-sonnet-4-5,228,12346.056692
buynhold_btc,228,10812.10755
gpt-5,229,3928.933947
gemini-2.5-pro,229,4184.313891
grok-4,229,11081.848006
qwen3-max,229,18205.563793
deepseek-chat-v3.1,229,22266.712154
claude-sonnet-4-5,229,12270.08032
buynhold_btc,229,10778.05535
gpt-5,230,3844.583879
grok-4,230,10892.479669
gemini-2.5-pro,230,4056.035342
deepseek-chat-v3.1,230,22075.295381
qwen3-max,230,18048.035581
claude-sonnet-4-5,230,12255.776183
buynhold_btc,230,10741.2902
gpt-5,231,3889.968115
grok-4,231,10959.10542
gemini-2.5-pro,231,4072.925047
deepseek-chat-v3.1,231,22151.900773
qwen3-max,231,18602.022106
claude-sonnet-4-5,231,11691.795054
buynhold_btc,231,10760.5615
gpt-5,232,3737.54415
grok-4,232,10617.461648
gemini-2.5-pro,232,3900.451973
qwen3-max,232,18063.804931
deepseek-chat-v3.1,232,21915.507922
claude-sonnet-4-5,232,11816.79838
buynhold_btc,232,10764.1164
gemini-2.5-pro,233,4061.186333
gpt-5,233,3883.31331
grok-4,233,10930.24107
qwen3-max,233,18631.388929
deepseek-chat-v3.1,233,22268.730237
claude-sonnet-4-5,233,12318.335205
buynhold_btc,233,10813.79145
gpt-5,234,4113.957597
gemini-2.5-pro,234,4301.952446
grok-4,234,11276.194168
deepseek-chat-v3.1,234,22669.364808
qwen3-max,234,19418.763144
claude-sonnet-4-5,234,12577.622506
buynhold_btc,234,10829.6014
gpt-5,235,4130.505747
gemini-2.5-pro,235,4358.620274
grok-4,235,11437.191637
qwen3-max,235,19483.281433
deepseek-chat-v3.1,235,22757.186828
claude-sonnet-4-5,235,12747.06131
buynhold_btc,235,10808.73975
gpt-5,236,4083.899844
gemini-2.5-pro,236,4284.140715
grok-4,236,11235.949324
qwen3-max,236,19185.241506
deepseek-chat-v3.1,236,22362.709189
claude-sonnet-4-5,236,12287.67707
buynhold_btc,236,10762.8067
