,Unnamed: 0,authorid,preferred_name,institution,position,department,start,end,city,country,institution_map
7226,7356,~Jaemin_Cho1,True,Johns Hopkins University,Assistant Professor,,2026.0,,Baltimore,US,Johns Hopkins University
7227,7357,~Jaemin_Cho1,True,Allen Institute for Artificial Intelligence,Young Investigator,,2025.0,,Seattle,US,Allen Institute for Artificial Intelligence
7228,7358,~Jaemin_Cho1,True,"University of North Carolina, Chapel Hill",PhD student,,2020.0,2025.0,Chapel Hill,US,University of North Carolina at Chapel Hill
7229,7359,~Yifan_Mai1,True,Stanford University,Researcher,,2022.0,,Stanford,US,Stanford University
7230,7360,~Xiaolong_Jin2,True,Purdue University,PhD student,,2023.0,2028.0,,US,Purdue University
7231,7361,~Gang_Zhang2,True,Baidu,senior engineer,,2015.0,,haidian,CN,Baidu
7232,7362,~Jean-Francois_Ton2,True,Bytedance,Researcher,,2022.0,,London,GB,ByteDance Inc.
7233,7363,~Hannaneh_Hajishirzi1,False,Allen Institute for Artificial Intelligence,senior director,,2018.0,2025.0,seattle,US,Allen Institute for Artificial Intelligence
7234,7364,~Hannaneh_Hajishirzi1,False,University of Washington,Associate Professor,,2015.0,2025.0,Seattle,US,University of Washington
7235,7365,~Jingfeng_Xue1,True,Beijing Institute of Technology,Full Professor,,2012.0,,Beijing,CN,Beijing Institute of Technology
7236,7366,~Lirong_Wu1,True,Westlake University,PhD student,,2020.0,2025.0,Hangzhou,CN,Westlake University
7237,7367,~Zoe_Landgraf1,True,Facebook,Researcher,,2021.0,,london,GB,Meta
7238,7368,~Peng_Wang11,,Southeast University,Full Professor,,2013.0,2025.0,Nanjing,CN,Southeast University
7239,7369,~Laura_Alonso_Alemany2,False,Universidad Nacional de Córdoba,Associate Professor,,2005.0,,Córdoba,AR,Universidad Nacional de Córdoba
7240,7370,~Peng_Shi2,True,Amazon AWS,Researcher,,2023.0,,New York City,US,AWS AI
7241,7371,~Zaid_Harchaoui1,True,University of Washington,Full Professor,,2022.0,2024.0,,,University of Washington
7242,7372,~Jiji_Zhang1,False,The Chinese University of Hong Kong,Professor,,2023.0,,,,Chinese University of Hong Kong
7243,7373,~Igor_Melnyk1,True,Capital One,Researcher,,2024.0,,New York,US,CapitalOne
7244,7374,~Igor_Melnyk1,True,International Business Machines,Researcher,,2016.0,2024.0,,,International Business Machines
7245,7375,~Qiqi_Bao1,True,Zhejiang University of Science and Technology,Lecturer,,2024.0,,Hangzhou,CN,Zhejiang Sci-Tech University
7246,7376,~Qiqi_Bao1,True,"Tsinghua University, Tsinghua University",PhD student,,2019.0,2024.0,Shenzhen,CN,"Tsinghua University, Beijing"
7247,7377,~Jiacheng_Deng2,True,University of Science and Technology of China,PhD student,,2020.0,,,CN,University of Science and Technology of China
7248,7378,~Eleni_Triantafillou1,False,Google,Researcher,,2021.0,,,GB,Google
7249,7379,~Bo_Li19,False,"University of Illinois, Urbana Champaign",Assistant Professor,,2018.0,,Chicago,US,"Department of Computer Science, University of Illinois at Urbana Champaign"
7250,7380,~Roland_Stolz1,True,Technische Universität München,PhD student,,2023.0,,Munich,DE,Technical University of Munich
7251,7381,~Kousha_Kalantari1,True,Amazon,Applied Scientist,,2022.0,,,,Amazon
7252,7382,~Kousha_Kalantari1,True,California Institute of Technology,PhD student,,2017.0,,,,California Institute of Technology
7253,7383,~Zhixiang_Wang1,True,CyberAgent AI Lab,Researcher,,2024.0,,,JP,"CyberAgent, Inc."
7254,7384,~Zhixiang_Wang1,True,The University of Tokyo,PhD student,,2021.0,2024.0,,JP,The University of Tokyo
7255,7385,~Bhavya_Gouripeddi1,True,University of Texas at Dallas,MS student,,2022.0,2024.0,Dallas,US,"University of Texas, Dallas"
7256,7386,~Edoardo_Debenedetti1,True,ETH Zurich,PhD student,,2022.0,,Zurich,CH,ETH Zurich
7257,7387,~Edoardo_Debenedetti1,True,Google,Intern,,2024.0,2025.0,,DE,Google
7258,7388,~Pieter_Francois1,True,University of Oxford/Alan Turing Institute,Full Professor,,2017.0,,,GB,University of Oxford
7259,7389,~Matthew_Stewart2,True,Facebook,Systems Engineering Manager,,2018.0,,,,Meta
7260,7390,~Wei_Hu7,True,Nanjing University,Full Professor,,2023.0,,Nanjing,CN,Nanjing University
7261,7391,~Xuejie_Liu2,True,Peking University,PhD student,,2023.0,2024.0,,,Peking University
7262,7392,~Jaewoo_Lee3,True,Korea Advanced Institute of Science & Technology,PhD student,,2025.0,2029.0,Seoul,KR,Korea Advanced Institute of Science and Technology
7263,7393,~Jaewoo_Lee3,True,Korea Advanced Institute of Science & Technology,MS student,,2023.0,2025.0,Seoul,KR,Korea Advanced Institute of Science and Technology
7264,7394,~Hanjiang_Hu1,True,Carnegie Mellon University,PhD student,,2021.0,,Pittsburgh,US,Carnegie Mellon University
7265,7395,~Hanjiang_Hu1,True,"School of Computer Science, Carnegie Mellon University",MS student,,2023.0,2025.0,Pittsburgh,US,Carnegie Mellon University
7266,7396,~Sheng_Xu7,True,Fudan University,PhD student,,2024.0,,,,Fudan University
7267,7397,~Sheng_Xu7,True,Shanghai AI Laboratory,Researcher,,2022.0,,,,Shanghai Artificial Intelligence Laboratory
7268,7398,~Jiakang_Yuan1,True,Shanghai Artificial Intelligence Laboratory,Intern,,2024.0,,Shanghai,CN,Shanghai Artificial Intelligence Laboratory
7269,7399,~Jiakang_Yuan1,True,Fudan University,PhD student,,2022.0,,Shanghai,CN,Fudan University
7270,7400,~Jiakang_Yuan1,True,Shanghai AI Laboratory,Intern,,2022.0,2024.0,Shanghai,CN,Shanghai Artificial Intelligence Laboratory
7271,7401,~Pan_Tan1,True,Shanghai Artificial Intelligence Laboratory,Researcher,,2022.0,,,,Shanghai Artificial Intelligence Laboratory
7272,7402,~Wenjun_Li1,True,Singapore Management University,PhD student,,2020.0,2025.0,Singapore,SG,Singapore Management University
7273,7403,~Bingyang_Zhou1,True,University of Hong Kong,MS student,,2023.0,2025.0,,,University of Hong Kong
7274,7404,~Didan_Deng1,True,Huawei Technologies Ltd.,Researcher,,2023.0,,,HK,Huawei Technologies Research & Development (UK) Ltd
7275,7405,~Jacob_M._Chen1,False,Johns Hopkins University,PhD student,,2024.0,,,US,Johns Hopkins University
7276,7406,~Petar_Djuric1,True,State University of New York at Stony Brook,Full Professor,,2001.0,2024.0,,,Stony Brook University
7277,7407,~Xiaoxin_Feng1,True,Senseauto Research,Researcher,,2022.0,,Shanghai,CN,Senseauto Research
7278,7408,~Yufeng_Cui1,True,Beijing Academy of Artificial Intelligence,Researcher,,2023.0,,Beijing,CN,Beijing Academy of Artificial Intelligence
7279,7409,~Alonso_Martinez2,True,"Research, Google",Researcher,,2018.0,,San Francisco ,US,Google
7280,7410,~Zhirui_Fang1,True,"Tsinghua University, Tsinghua University",MS student,,2023.0,2026.0,Shenzhen,CN,"Tsinghua University, Beijing"
7281,7411,~Hangyul_Yoon1,True,Korea Advanced Institute of Science and Technology (KAIST),PhD student,,2022.0,,,KR,Korea Advanced Institute of Science and Technology
7282,7412,~Junhao_Zheng3,True,South China University of Technology,PhD student,,2022.0,2026.0,Guangzhou,CN,South China University of Technology
7283,7413,~Rohan_Joshi1,True,University of Washington,MS student,,2022.0,,Seattle,US,University of Washington
7284,7414,~Rohan_Joshi1,True,Facebook,Researcher,,2021.0,,Pittsburgh,US,Meta
7285,7415,~Jianyuan_Zhong1,True,"Department of Computer Science and Engineering, The Chinese University of Hong Kong",PhD student,,2023.0,2027.0,,HK,Chinese University of Hong Kong
7286,7416,~Mustafa_Chasmai1,True,Google,Intern,,2025.0,,Montreal,CA,Google
7287,7417,~Mustafa_Chasmai1,True,University of Massachusetts at Amherst,PhD student,,2023.0,,Amherst,US,University of Massachusetts Amherst
7288,7418,~Mustafa_Chasmai1,True,Dolby,Intern,,2024.0,2024.0,San Francisco,US,Dolby
7289,7419,~Haizhou_Shi1,True,"Rutgers University, New Brunswick",PhD student,,2022.0,,,US,Rutgers University
7290,7420,~Kohei_Miyaguchi1,False,LY Corporation,Researcher,,2024.0,,,JP,LY Corporation
7291,7421,~Kohei_Miyaguchi1,False,International Business Machines,Researcher,,2019.0,2024.0,,JP,International Business Machines
7292,7422,~Katherine_M._Collins1,True,University of Cambridge,PhD student,,2022.0,,Cambridge,GB,University of Cambridge
7293,7423,~Mitesh_M_Khapra1,True,"Indian Institute of Technology, Madras",Associate Professor,,2021.0,,,IN,"Department of Computer Science, Indian Institute of Technology, Madras, Indian Institute of Technology, Madras"
7294,7424,~Qicheng_Lao2,True,Beijing University of Posts and Telecommunications,Assistant Professor,,2022.0,,,CN,Beijing University of Posts and Telecommunications
7295,7425,~Si_Wu1,False,Peking University,Full Professor,,2018.0,2030.0,Beijing,CN,Peking University
7296,7426,~Anwesa_Choudhuri1,True,United Imaging Intelligence,Researcher,,2024.0,,BURLINGTON,US,United Imaging Intelligence
7297,7427,~Anwesa_Choudhuri1,True,"University of Illinois, Urbana Champaign",PhD student,,2020.0,2024.0,Urbana,US,"Department of Computer Science, University of Illinois at Urbana Champaign"
7298,7428,~Zhaosong_Lu3,True,University of Minnesota - Twin Cities,Full Professor,,2019.0,,,,University of Minnesota
7299,7429,~Gaurang_Sriramanan1,True,"University of Maryland, College Park",PhD student,,2021.0,,College Park,US,"University of Maryland, College Park"
7300,7430,~Abhinav_Bhatele1,True,"University of Maryland, College Park",Associate Professor,,2019.0,,,US,"University of Maryland, College Park"
7301,7431,~Weixi_Feng2,True,Google DeepMind,Research Scientist,,2025.0,,,US,Google
7302,7432,~Weixi_Feng2,True,"University of California, Santa Barbara",PhD student,,2020.0,2025.0,,US,"University of California, Santa Barbara"
7303,7433,~Jing_Yang3,True,"University of Virginia, Charlottesville",Associate Professor,,2025.0,,,US,University of Virginia
7304,7434,~Jing_Yang3,True,Pennsylvania State University,Associate Professor,,2021.0,2024.0,,,Pennsylvania State University
7305,7435,~Chenyu_Yang1,True,"Tsinghua University, Tsinghua University",PhD student,,2023.0,,,CN,"Tsinghua University, Beijing"
7306,7436,~Deepak_Ramachandran2,False,Google,Staff Researcher,,2018.0,,Mountain View,US,Google
7307,7437,~Youngrok_Park1,True,Korea Advanced Institute of Science & Technology,MS student,,2024.0,2026.0,Seoul,KR,Korea Advanced Institute of Science and Technology
7308,7438,~Youngrok_Park1,True,Korea University,Undergrad student,,2018.0,2024.0,Seoul,KR,Korea University
7309,7439,~Dingrong_Wang1,True,Rochester Institute of Technology,PhD student,,2020.0,2026.0,Rochester,US,Rochester Institute of Technology
7310,7440,~Zhaoning_Wang2,True,Hillbot Inc.,Researcher,,2024.0,,La Jolla,US,Hillbot
7311,7441,~Zhaoning_Wang2,True,University of Central Florida,MS student,,2023.0,2024.0,Orlando,US,University of Central Florida
7312,7442,~Jiarong_Jiang1,,Amazon,Researcher,,2020.0,,,US,Amazon
7313,7443,~Janna_Hastings1,True,University of Zurich,Assistant Professor,,2022.0,,,,University of Zurich
7314,7444,~Steven_Longay1,True,Facebook,Researcher,,2022.0,,,US,Meta
7315,7445,~Bing_Liu1,True,University of Illinois at Chicago,Full Professor,,2002.0,,Chicago,US,University of Illinois at Chicago
7316,7446,~Ming_Jin2,True,Virginia Tech,Assistant Professor,,2020.0,,,US,Virginia Tech
7317,7447,~Jie_Cao2,True,"Institute of Automation, Chinese Academy of Sciences",Associate Professor,,2024.0,,Beijing,CN,University of Chinese Academy of Sciences
7318,7448,~Yoonsoo_Nam1,True,University of Oxford,PhD student,,2020.0,2025.0,Oxford,GB,University of Oxford
7319,7449,~Xudong_Ren1,True,"Tsinghua University, Tsinghua University",PhD student,,2021.0,,,CN,"Tsinghua University, Beijing"
7320,7450,~Stephan_Günnemann1,False,Technical University Munich,Professor,,2016.0,,,DE,Technical University of Munich
7321,7451,~Yuling_Yan1,True,University of Wisconsin - Madison,Assistant Professor,,2024.0,,Madison,US,University of Wisconsin - Madison
7322,7452,~Yuling_Yan1,True,Massachusetts Institute of Technology,Postdoc,,2023.0,2024.0,Cambridge,US,Massachusetts Institute of Technology
7323,7453,~Elisa_Ricci1,False,University of Trento,Full Professor,,2024.0,,Trento,IT,University of Trento
7324,7454,~Elisa_Ricci1,False,Fondazione Bruno Kessler,Researcher,,2018.0,,Trento,IT,Fondazione Bruno Kessler
7325,7455,~Elisa_Ricci1,False,University of Trento,Associate Professor,,2018.0,2024.0,Trento,IT,University of Trento
7326,7456,~Muhao_Chen1,True,"University of California, Davis",Assistant Professor,,2023.0,,,US,"University of California, Davis"
7327,7457,~Muhao_Chen1,True,University of Southern California,Adjunct Professor,,2023.0,,,US,University of Southern California
7328,7458,~Zixin_Chen1,True,Shanghai Jiao Tong University,MS student,,2022.0,,,,Shanghai Jiao Tong University
7329,7459,~Yuntong_Hu1,True,Emory University,PhD student,,2023.0,,ATLANTA,US,Emory University
7330,7460,~Yi_Yang34,True,Beijing Institute of Technology,Full Professor,,2018.0,,beijing,CN,Beijing Institute of Technology
7331,7461,~Gabriel_Herbert_Sarch1,True,Princeton University,Postdoc,,2025.0,,Princeton,US,Princeton University
7332,7462,~Gabriel_Herbert_Sarch1,True,Carnegie Mellon University,PhD student,,2020.0,2025.0,Pittsburgh,US,Carnegie Mellon University
7333,7463,~Gabriel_Herbert_Sarch1,True,Microsoft,Intern,,2024.0,2024.0,Redmond,US,Microsoft
7334,7465,~Nathalie_Baracaldo1,,"IBM, International Business Machines",Researcher,,2016.0,,,,International Business Machines
7335,7466,~Stefanie_Jegelka3,True,Technische Universität München,Full Professor,,2023.0,,Munich,DE,Technical University of Munich
7336,7467,~Stefanie_Jegelka3,True,Massachusetts Institute of Technology,Associate Professor,,2019.0,,,US,Massachusetts Institute of Technology
7337,7468,~Hanshi_Sun1,True,ByteDance Inc.,Research Scientist,,2025.0,,Seattle,US,ByteDance Inc.
7338,7469,~Hanshi_Sun1,True,Carnegie Mellon University,MS student,,2023.0,2024.0,Pittsburgh,US,Carnegie Mellon University
7339,7470,~Kaiming_He2,,Google DeepMind,Researcher,,2025.0,,,US,Google
7340,7471,~Kaiming_He2,,Massachusetts Institute of Technology,Associate Professor,,2024.0,,,US,Massachusetts Institute of Technology
7341,7472,~Kaiming_He2,,Facebook AI Research,Research Scientist,,2016.0,2024.0,,US,Meta
7342,7473,~Arnaud_Doucet2,False,University of Oxford,Visiting Professor,,2024.0,,,GB,University of Oxford
7343,7474,~Arnaud_Doucet2,False,Google DeepMind,Senior Staff Research Scientist,,2019.0,,,GB,Google
7344,7475,~Arnaud_Doucet2,False,University of Oxford,Full Professor,,2011.0,2024.0,,GB,University of Oxford
7345,7476,~Chu_Xin_Cheng1,True,California Institute of Technology,Undergrad student,,2021.0,2025.0,Pasadena,US,California Institute of Technology
7346,7477,~Bikang_Pan1,True,ShanghaiTech University,PhD student,,2023.0,2028.0,Shanghai,CN,ShanghaiTech University
7347,7478,~Joseph_Cotnareanu1,True,Huawei Technologies Ltd.,Intern,,2023.0,2024.0,Montreal,CA,Huawei Technologies Research & Development (UK) Ltd
7348,7479,~Joseph_Cotnareanu1,True,McGill University,MS student,,2022.0,2024.0,Montreal,CA,McGill University
7349,7480,~Guozheng_Li3,True,Southeast University,PhD student,,2020.0,,,CN,Southeast University
7350,7481,~Tong_Zhou3,True,Northeastern University,PhD student,,2021.0,,Boston,US,Northeastern University
7351,7482,~Yuan_Pei2,True,ShanghaiTech University,Researcher,,2024.0,,Shanghai,CN,ShanghaiTech University
7352,7483,~Yuan_Pei2,True,ShanghaiTech University,Postdoc,,2021.0,2024.0,Shanghai,CN,ShanghaiTech University
7353,7484,~Letizia_Iannucci1,True,Aalto University,PhD student,,2024.0,,,,Aalto University
7354,7485,~Lili_Qiu3,True,Microsoft,Principal Researcher,,2022.0,,Shanghai,CN,Microsoft
7355,7486,~Lili_Qiu3,True,University of Texas at Austin,Full Professor,,2012.0,,Austin,US,The University of Texas at Austin
7356,7487,~Meng_Jiang3,False,University of Notre Dame,Associate Professor,,2023.0,,Notre Dame,US,University of Notre Dame
7357,7488,~Ari_S_Benjamin1,False,Cold Spring Harbor Laboratory,Postdoc,,2022.0,,,US,Cold Spring Harbor Laboratory
7358,7489,~Shunyu_Yao1,True,Princeton University,PhD student,,2019.0,,,,Princeton University
7359,7490,~Chen_Ling3,False,Amazon,Researcher,,2024.0,2026.0,Palo Alto,US,Amazon
7360,7491,~Chen_Ling3,False,Emory University,PhD student,,2020.0,2024.0,Atlanta,US,Emory University
7361,7492,~Xiang_He3,False,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences",PhD student,,2021.0,2026.0,,CN,"Institute of automation, Chinese academy of science, Chinese Academy of Sciences"
7362,7493,~Bingyi_Kang1,False,Bytedance,Researcher,,2023.0,,,US,ByteDance Inc.
7363,7494,~Markus_Bläser1,False,"Saarland University, Universität des Saarlandes",Full Professor,,2005.0,,,DE,Saarland University
7364,7495,~Hao_Zhao1,True,"Tsinghua University, Tsinghua University",Assistant Professor,,2022.0,,Beijing,CN,"Tsinghua University, Beijing"
7365,7496,~Hao_Zhao1,True,Peking University,Postdoc,,2020.0,,,CN,Peking University
7366,7497,~Changyou_Chen1,False,State University of New York at Buffalo,Associate Professor,,2024.0,,Buffalo,US,"State University of New York, Buffalo"
7367,7498,~Changyou_Chen1,False,"State University of New York, Buffalo",Assistant Professor,,2017.0,2024.0,,US,"State University of New York, Buffalo"
7368,7499,~Lei_Xiong2,True,Massachusetts Institute of Technology,Postdoc,,2021.0,,,,Massachusetts Institute of Technology
7369,7500,~Lei_Yuan2,True,Nanjing University,Researcher,,2024.0,2026.0,Nanjing,CN,Nanjing University
7370,7501,~Rachel_E_Froebe1,True,Stanford University,Life Science Research Professional,,2024.0,,,US,Stanford University
7371,7502,~Rachel_E_Froebe1,True,Baylor College of Medicine,Research Technician,,2021.0,2024.0,,US,Baylor College of Medicine
7372,7503,~Xinkai_Song1,True,"Institute of Computing Technology, Chinese Academy of Sciences",Associate Professor,,2023.0,,Beijing,CN,Institute of Computing Technology
7373,7504,~Zhongzhu_Zhou1,True,Together.AI,Researcher,,2025.0,,San Francisco,US,Together.AI
7374,7505,~Zhongzhu_Zhou1,True,University of Sydney,PhD student,,2022.0,,,AU,University of Sydney
7375,7506,~Wilson_Y._Wu1,True,"University of California, Berkeley",MS student,,2023.0,2024.0,Berkeley,US,"University of California, Berkeley"
7376,7507,~Liyang_Zhu1,True,Duke University,PhD student,,2024.0,2029.0,,US,Duke University
7377,7508,~Zhicheng_Sun1,True,Peking University,PhD student,,2020.0,2025.0,Beijing,CN,Peking University
7378,7510,~Jure_Leskovec1,False,Stanford University,Full Professor,,2023.0,,Stanford,US,Stanford University
7379,7511,~Jure_Leskovec1,False,Kumo.AI,Chief Scientist,,2022.0,,Mountain View,US,Kumo.AI
7380,7512,~Yuhang_Wu5,True,University of Electronic Science and Technology of China,MS student,,2022.0,,,,University of Electronic Science and Technology of China
7381,7513,~Andreas_Kleppe1,True,Oslo University Hospital,Principal Researcher,,2024.0,,Oslo,NO,Oslo University Hospital
7382,7514,~Andreas_Kleppe1,True,University of Oslo,Associate Professor,,2020.0,,Oslo,NO,University of Oslo
7383,7515,~Miroslav_Pajic2,False,Duke University,Full Professor,,2024.0,,,US,Duke University
7384,7516,~Miroslav_Pajic2,False,Duke University,Associate Professor,,2020.0,2024.0,,US,Duke University
7385,7517,~Yu-Lun_Liu2,False,National Yang Ming Chiao Tung University,Assistant Professor,,2022.0,,,TW,National Yang Ming Chiao Tung University
7386,7518,~Shuai_Liu7,True,SUN YAT-SEN UNIVERSITY,PhD student,,2023.0,,Guangzhou,CN,Sun Yat-sen University
7387,7519,~Yunpeng_Song1,True,Xi'an Jiaotong University,Associate Professor,,2024.0,,Xi'an,CN,Xi'an Jiaotong University
7388,7520,~Yunpeng_Song1,True,Xi'an Jiaotong University,Assistant Professor,,2020.0,2024.0,Xi'an,CN,Xi'an Jiaotong University
7389,7521,~Sam_Witty1,True,Sorbus AI,Principal Researcher,,2025.0,,Arlington,US,Sorbus AI
7390,7522,~Sam_Witty1,True,Basis Research Institute,Researcher,,2022.0,2025.0,Cambridge,US,Basis Research Institute
7391,7523,~W._Bradley_Knox2,False,University of Texas at Austin,Associate Professor,,2023.0,,Austin,US,The University of Texas at Austin
7392,7524,~W._Bradley_Knox2,False,Massachusetts Institute of Technology,Researcher,,2016.0,,,,Massachusetts Institute of Technology
7393,7525,~Bin_Wang3,True,Tsinghua University,Associate Professor,,2010.0,,Beijing,CN,"Tsinghua University, Beijing"
7394,7526,~Li_Guo6,True,New York University Shanghai,Assistant Professor,,2019.0,2026.0,Shanghai,CN,New York University Shanghai
7395,7527,~Alexander_Jaus1,True,Karlsruher Institut für Technologie,PhD student,,2021.0,,Karlsruhe,DE,Karlsruhe Institute of Technology
7396,7528,~Zongqing_Lu3,True,Tsinghua University,Assistant Professor,,2011.0,2025.0,shenzhen,CN,"Tsinghua University, Beijing"
7397,7529,~Carles_Domingo-Enrich1,True,Microsoft,Researcher,,2024.0,,Cambridge,US,Microsoft
7398,7530,~Carles_Domingo-Enrich1,True,Facebook,Researcher,,2022.0,2024.0,New York,US,Meta
7399,7531,~Carles_Domingo-Enrich1,True,New York University,PhD student,,2019.0,2024.0,New York,US,New York University
7400,7532,~Hang_Zhang21,True,Shanghai Artificial Intelligence Laboratory,Researcher,,2023.0,,,,Shanghai Artificial Intelligence Laboratory
7401,7533,~ZHIQIANG_TAO2,False,Rochester Institute of Technology,Assistant Professor,,2022.0,,Rochester,US,Rochester Institute of Technology
7402,7534,~Alireza_Fallah1,True,Rice University,Assistant Professor,,2025.0,,Houston,US,Rice University
7403,7535,~Alireza_Fallah1,True,"University of California, Berkeley",Postdoc,,2023.0,2025.0,Berkeley,US,"University of California, Berkeley"
7404,7536,~Haibin_Ling1,False,Westlake University,Full Professor,,2025.0,,Hangzhou,CN,Westlake University
7405,7537,~Haibin_Ling1,False,"State University of New York, Stony Brook",Full Professor,,2019.0,2025.0,,US,Stony Brook University
7406,7538,~Lin_Gui5,True,University of Chicago,PhD student,,2020.0,2025.0,,US,University of Chicago
7407,7539,~Xianyang_Zhang1,,Texas A&M University - College Station,Full Professor,,2023.0,,College Station,US,Texas A&M University
7408,7540,~Xiyang_Dai4,False,Microsoft,Researcher,,2019.0,,,US,Microsoft
7409,7541,~Junoh_Lee1,True,Gwangju Institute of Science and Technology,PhD student,,2020.0,,Gwangju,KR,Gwangju Institute of Science and Technology
7410,7542,~Xinyu_Yuan2,True,"Montreal Institute for Learning Algorithms, University of Montreal, Université de Montréal",PhD student,,2022.0,2027.0,,,Montreal Institute of Learning Algorithms
7411,7543,~Jingkuan_Song3,False,Tongji University,Full Professor,,2025.0,,Shanghai,CN,Tongji University
7412,7544,~Dahoon_Park1,True,Korea University,PhD student,,2021.0,,Seoul,KR,Korea University
7413,7545,~Siyuan_Xu5,True,Huawei Technologies Ltd.,Researcher,,2021.0,,Shenzhen,CN,Huawei Technologies Research & Development (UK) Ltd
7414,7546,~Zhou_Jiang1,True,Beijing Institute of Technology,MS student,,2022.0,2025.0,,CN,Beijing Institute of Technology
7415,7547,~Yijing_Liu1,True,Huawei Technologies Ltd.,Researcher,,2025.0,2029.0,Hangzhou,CN,Huawei Technologies Research & Development (UK) Ltd
7416,7548,~Yijing_Liu1,True,Zhejiang University,PhD student,,2019.0,2024.0,Hangzhou,CN,Zhejiang University
7417,7549,~Evangelos_Chatzipantazis1,True,"School of Engineering and Applied Science, University of Pennsylvania",PhD student,,2019.0,,Philadelphia,US,University of Pennsylvania
7418,7550,~Bahar_Dibaei_Nia1,True,Sharif University of Technology,Undergrad student,,2020.0,2025.0,Tehran,IR,Sharif University of Technology
7419,7551,~Cheston_Tan1,True,A*STAR,Principal Researcher,,2016.0,,,SG,A*STAR
7420,7552,~Cheston_Tan1,True,Singapore University of Technology and Design,Assistant Professor,,2022.0,2024.0,,SG,Singapore University of Technology and Design
7421,7553,~Zhenzhong_Lan2,False,Westlake University,Assistant Professor,,2020.0,2025.0,,CN,Westlake University
7422,7554,~Thieu_Vo1,True,National University of Singapore,Postdoc,,2024.0,2025.0,,SG,National University of Singapore
7423,7555,~Thieu_Vo1,True,Ton Duc Thang University,Lecturer,,2017.0,2025.0,,VN,Ton Duc Thang University
7424,7556,~Liang_Xie3,False,Zhejiang University of Technology,Postdoc,,2023.0,2025.0,,CN,Zhejiang University
7425,7557,~Sen_Cui1,True,"Tsinghua University, Tsinghua University",Postdoc,,2024.0,2026.0,Beijing,CN,"Tsinghua University, Beijing"
7426,7558,~Sen_Cui1,True,"Tsinghua University, Tsinghua University",PhD student,,2019.0,2024.0,Beijing,CN,"Tsinghua University, Beijing"
7427,7559,~Tomasz_Limisiewicz1,True,Meta,Postdoc,,2025.0,,Seattle,US,Meta
7428,7560,~Tomasz_Limisiewicz1,True,University of Washington,Postdoc,,2025.0,,Seattle,US,University of Washington
7429,7561,~Tomasz_Limisiewicz1,True,Charles University ,PhD student,,2020.0,2024.0,Prague,CZ,Charles University 
7430,7562,~Daniella_Schweizer1,True,"Swiss Federal Research Institute for Forest, Snow and Landscape Research (WSL)",Researcher,,2023.0,,,,"Swiss Federal Research Institute for Forest, Snow and Landscape Research (WSL)"
7431,7563,~Lucas_Martini1,True,Eberhard-Karls-Universität Tübingen,PhD student,,2021.0,,Tübingen,DE,University of Tübingen
7432,7564,~Zhihao_Shu1,True,University of Georgia,PhD student,,2023.0,2028.0,Athens,US,University of Georgia
7433,7565,~Jinhee_Kim1,True,Samsung Research,Researcher,,2024.0,,,KR,Samsung Research UK
7434,7566,~Jinhee_Kim1,True,Korea Advanced Institute of Science and Technology,PhD student,,2020.0,2024.0,,KR,Korea Advanced Institute of Science and Technology
7435,7567,~Sarah_A_Wu1,True,Stanford University,PhD student,,2020.0,2026.0,Stanford,US,Stanford University
7436,7568,~Yuwei_Guo1,True,The Chinese University of Hong Kong,PhD student,,2023.0,2027.0,Hong Kong,HK,Chinese University of Hong Kong
7437,7569,~Shaohui_Lin1,True,East China Normal University,Researcher,,2020.0,2026.0,Shanghai,CN,East China Normal University
7438,7570,~Zeyi_Sun1,True,Shanghai Jiaotong University,PhD student,,2023.0,,Shanghai,CN,Shanghai Jiao Tong University
7439,7571,~David_Schneider4,True,Karlsruhe Institute of Technology,PhD student,,2021.0,2025.0,Karlsruhe,DE,Karlsruhe Institute of Technology
7440,7572,~David_Schneider4,True,Sony Europe Ltd.,Intern,,2023.0,2024.0,Schlieren,CH,"Sony Group Corporation, Tokyo"
7441,7573,~Qing_Zhong1,False,National University of Singapore,Intern,,2024.0,2025.0,Singapore,SG,National University of Singapore
7442,7574,~Qing_Zhong1,False,University of Adelaide,PhD student,,2021.0,2025.0,adelaide,AU,University of Adelaide
7443,7575,~Long_Wei1,True,Westlake University,Postdoc,,2023.0,2025.0,,CN,Westlake University
7444,7576,~Yue_Yu3,True,Lehigh University,Full Professor,,2023.0,,Bethlehem,US,Lehigh University
7445,7577,~Petros_Koumoutsakos1,,"School of Engineering and Applied Sciences, Harvard University",Full Professor,,2021.0,,,,Harvard University
7446,7578,~Xinyi_Wu3,True,Massachusetts Institute of Technology,PhD student,,2020.0,,,,Massachusetts Institute of Technology
7447,7579,~Lingyun_Yu1,True,University of Science and Technology of China,Assistant Professor,,2022.0,,Hefei,CN,University of Science and Technology of China
7448,7580,~Antti_Honkela1,True,University of Helsinki,Full Professor,,2023.0,,,FI,University of Helsinki
7449,7581,~Wei_Wei28,True,AI Vision Department,Researcher,,2020.0,2024.0,Beijing,CN,AI Vision Department
7450,7582,~Sebastian_Jaszczur1,True,Anthropic,Researcher,,2025.0,,,NL,Anthropic
7451,7583,~Sebastian_Jaszczur1,True,TradeLink,Researcher,,2024.0,2025.0,,PL,TradeLink
