skill,tier,year,month,date,postings
Conversational AI,dialogue_reasoning,2021,7,2021-07-01,74
Conversational AI,dialogue_reasoning,2021,8,2021-08-01,88
Conversational AI,dialogue_reasoning,2021,9,2021-09-01,101
Conversational AI,dialogue_reasoning,2021,10,2021-10-01,104
Conversational AI,dialogue_reasoning,2021,11,2021-11-01,91
Conversational AI,dialogue_reasoning,2021,12,2021-12-01,106
Conversational AI,dialogue_reasoning,2022,1,2022-01-01,103
Conversational AI,dialogue_reasoning,2022,2,2022-02-01,123
Conversational AI,dialogue_reasoning,2022,3,2022-03-01,235
Conversational AI,dialogue_reasoning,2022,4,2022-04-01,234
Conversational AI,dialogue_reasoning,2022,5,2022-05-01,215
Conversational AI,dialogue_reasoning,2022,6,2022-06-01,191
Conversational AI,dialogue_reasoning,2022,7,2022-07-01,184
Conversational AI,dialogue_reasoning,2022,8,2022-08-01,297
Conversational AI,dialogue_reasoning,2022,9,2022-09-01,165
Conversational AI,dialogue_reasoning,2022,10,2022-10-01,207
Conversational AI,dialogue_reasoning,2022,11,2022-11-01,117
Conversational AI,dialogue_reasoning,2022,12,2022-12-01,120
Conversational AI,dialogue_reasoning,2023,1,2023-01-01,119
Conversational AI,dialogue_reasoning,2023,2,2023-02-01,111
Conversational AI,dialogue_reasoning,2023,3,2023-03-01,127
Conversational AI,dialogue_reasoning,2023,4,2023-04-01,105
Conversational AI,dialogue_reasoning,2023,5,2023-05-01,131
Conversational AI,dialogue_reasoning,2023,6,2023-06-01,151
Conversational AI,dialogue_reasoning,2023,7,2023-07-01,141
Conversational AI,dialogue_reasoning,2023,8,2023-08-01,191
Conversational AI,dialogue_reasoning,2023,9,2023-09-01,121
Conversational AI,dialogue_reasoning,2023,10,2023-10-01,126
Conversational AI,dialogue_reasoning,2023,11,2023-11-01,189
Conversational AI,dialogue_reasoning,2023,12,2023-12-01,116
Conversational AI,dialogue_reasoning,2024,1,2024-01-01,142
Conversational AI,dialogue_reasoning,2024,2,2024-02-01,109
Conversational AI,dialogue_reasoning,2024,3,2024-03-01,171
Conversational AI,dialogue_reasoning,2024,4,2024-04-01,210
Conversational AI,dialogue_reasoning,2024,5,2024-05-01,184
Conversational AI,dialogue_reasoning,2024,6,2024-06-01,122
Conversational AI,dialogue_reasoning,2024,7,2024-07-01,127
Conversational AI,dialogue_reasoning,2024,8,2024-08-01,137
Conversational AI,dialogue_reasoning,2024,9,2024-09-01,145
Conversational AI,dialogue_reasoning,2024,10,2024-10-01,142
Conversational AI,dialogue_reasoning,2024,11,2024-11-01,128
Conversational AI,dialogue_reasoning,2024,12,2024-12-01,196
Conversational AI,dialogue_reasoning,2025,1,2025-01-01,282
Conversational AI,dialogue_reasoning,2025,2,2025-02-01,255
Conversational AI,dialogue_reasoning,2025,3,2025-03-01,301
Conversational AI,dialogue_reasoning,2025,4,2025-04-01,336
Conversational AI,dialogue_reasoning,2025,5,2025-05-01,255
Conversational AI,dialogue_reasoning,2025,6,2025-06-01,234
Conversational AI,dialogue_reasoning,2025,7,2025-07-01,326
Conversational AI,dialogue_reasoning,2025,8,2025-08-01,369
Conversational AI,dialogue_reasoning,2025,9,2025-09-01,505
Conversational AI,dialogue_reasoning,2025,10,2025-10-01,553
Conversational AI,dialogue_reasoning,2025,11,2025-11-01,524
Conversational AI,dialogue_reasoning,2025,12,2025-12-01,173
Conversational AI,dialogue_reasoning,2026,1,2026-01-01,2
Dialog Systems,dialogue_reasoning,2018,3,2018-03-01,2
Dialog Systems,dialogue_reasoning,2018,4,2018-04-01,3
Dialog Systems,dialogue_reasoning,2018,6,2018-06-01,2
Dialog Systems,dialogue_reasoning,2018,7,2018-07-01,5
Dialog Systems,dialogue_reasoning,2018,10,2018-10-01,10
Dialog Systems,dialogue_reasoning,2018,11,2018-11-01,6
Dialog Systems,dialogue_reasoning,2018,12,2018-12-01,4
Dialog Systems,dialogue_reasoning,2019,1,2019-01-01,2
Dialog Systems,dialogue_reasoning,2019,2,2019-02-01,5
Dialog Systems,dialogue_reasoning,2019,3,2019-03-01,4
Dialog Systems,dialogue_reasoning,2019,4,2019-04-01,1
Dialog Systems,dialogue_reasoning,2019,5,2019-05-01,2
Dialog Systems,dialogue_reasoning,2019,6,2019-06-01,3
Dialog Systems,dialogue_reasoning,2019,8,2019-08-01,1
Dialog Systems,dialogue_reasoning,2019,10,2019-10-01,2
Dialog Systems,dialogue_reasoning,2019,11,2019-11-01,2
Dialog Systems,dialogue_reasoning,2019,12,2019-12-01,4
Dialog Systems,dialogue_reasoning,2020,1,2020-01-01,3
Dialog Systems,dialogue_reasoning,2020,2,2020-02-01,5
Dialog Systems,dialogue_reasoning,2020,3,2020-03-01,9
Dialog Systems,dialogue_reasoning,2020,4,2020-04-01,4
Dialog Systems,dialogue_reasoning,2020,5,2020-05-01,2
Dialog Systems,dialogue_reasoning,2020,6,2020-06-01,5
Dialog Systems,dialogue_reasoning,2020,7,2020-07-01,15
Dialog Systems,dialogue_reasoning,2020,8,2020-08-01,6
Dialog Systems,dialogue_reasoning,2020,9,2020-09-01,8
Dialog Systems,dialogue_reasoning,2020,10,2020-10-01,4
Dialog Systems,dialogue_reasoning,2020,11,2020-11-01,4
Dialog Systems,dialogue_reasoning,2020,12,2020-12-01,9
Dialog Systems,dialogue_reasoning,2021,1,2021-01-01,6
Dialog Systems,dialogue_reasoning,2021,2,2021-02-01,10
Dialog Systems,dialogue_reasoning,2021,3,2021-03-01,10
Dialog Systems,dialogue_reasoning,2021,4,2021-04-01,5
Dialog Systems,dialogue_reasoning,2021,5,2021-05-01,23
Dialog Systems,dialogue_reasoning,2021,6,2021-06-01,13
Dialog Systems,dialogue_reasoning,2021,7,2021-07-01,7
Dialog Systems,dialogue_reasoning,2021,8,2021-08-01,6
Dialog Systems,dialogue_reasoning,2021,9,2021-09-01,5
Dialog Systems,dialogue_reasoning,2021,10,2021-10-01,13
Dialog Systems,dialogue_reasoning,2021,11,2021-11-01,8
Dialog Systems,dialogue_reasoning,2021,12,2021-12-01,8
Dialog Systems,dialogue_reasoning,2022,1,2022-01-01,19
Dialog Systems,dialogue_reasoning,2022,2,2022-02-01,14
Dialog Systems,dialogue_reasoning,2022,3,2022-03-01,17
Dialog Systems,dialogue_reasoning,2022,4,2022-04-01,40
Dialog Systems,dialogue_reasoning,2022,5,2022-05-01,57
Dialog Systems,dialogue_reasoning,2022,6,2022-06-01,11
Dialog Systems,dialogue_reasoning,2022,7,2022-07-01,14
Dialog Systems,dialogue_reasoning,2022,8,2022-08-01,20
Dialog Systems,dialogue_reasoning,2022,9,2022-09-01,10
Dialog Systems,dialogue_reasoning,2022,10,2022-10-01,21
Dialog Systems,dialogue_reasoning,2022,11,2022-11-01,9
Dialog Systems,dialogue_reasoning,2022,12,2022-12-01,39
Dialog Systems,dialogue_reasoning,2023,1,2023-01-01,12
Dialog Systems,dialogue_reasoning,2023,2,2023-02-01,26
Dialog Systems,dialogue_reasoning,2023,3,2023-03-01,7
Dialog Systems,dialogue_reasoning,2023,4,2023-04-01,3
Dialog Systems,dialogue_reasoning,2023,5,2023-05-01,8
Dialog Systems,dialogue_reasoning,2023,6,2023-06-01,17
Dialog Systems,dialogue_reasoning,2023,7,2023-07-01,3
Dialog Systems,dialogue_reasoning,2023,8,2023-08-01,6
Dialog Systems,dialogue_reasoning,2023,9,2023-09-01,2
Dialog Systems,dialogue_reasoning,2023,10,2023-10-01,4
Dialog Systems,dialogue_reasoning,2023,11,2023-11-01,7
Dialog Systems,dialogue_reasoning,2023,12,2023-12-01,4
Dialog Systems,dialogue_reasoning,2024,1,2024-01-01,3
Dialog Systems,dialogue_reasoning,2024,2,2024-02-01,13
Dialog Systems,dialogue_reasoning,2024,3,2024-03-01,3
Dialog Systems,dialogue_reasoning,2024,4,2024-04-01,6
Dialog Systems,dialogue_reasoning,2024,5,2024-05-01,6
Dialog Systems,dialogue_reasoning,2024,6,2024-06-01,5
Dialog Systems,dialogue_reasoning,2024,7,2024-07-01,3
Dialog Systems,dialogue_reasoning,2024,8,2024-08-01,5
Dialog Systems,dialogue_reasoning,2024,9,2024-09-01,3
Dialog Systems,dialogue_reasoning,2024,10,2024-10-01,2
Dialog Systems,dialogue_reasoning,2024,11,2024-11-01,4
Dialog Systems,dialogue_reasoning,2024,12,2024-12-01,7
Dialog Systems,dialogue_reasoning,2025,1,2025-01-01,11
Dialog Systems,dialogue_reasoning,2025,2,2025-02-01,3
Dialog Systems,dialogue_reasoning,2025,3,2025-03-01,5
Dialog Systems,dialogue_reasoning,2025,4,2025-04-01,4
Dialog Systems,dialogue_reasoning,2025,5,2025-05-01,1
Dialog Systems,dialogue_reasoning,2025,6,2025-06-01,8
Dialog Systems,dialogue_reasoning,2025,8,2025-08-01,10
Dialog Systems,dialogue_reasoning,2025,9,2025-09-01,3
Dialog Systems,dialogue_reasoning,2025,10,2025-10-01,4
Dialog Systems,dialogue_reasoning,2025,11,2025-11-01,3
Dialog Systems,dialogue_reasoning,2025,12,2025-12-01,1
Generative Artificial Intelligence,llm_stack,2019,8,2019-08-01,2
Generative Artificial Intelligence,llm_stack,2020,2,2020-02-01,2
Generative Artificial Intelligence,llm_stack,2020,4,2020-04-01,4
Generative Artificial Intelligence,llm_stack,2020,5,2020-05-01,2
Generative Artificial Intelligence,llm_stack,2020,7,2020-07-01,4
Generative Artificial Intelligence,llm_stack,2020,10,2020-10-01,2
Generative Artificial Intelligence,llm_stack,2020,11,2020-11-01,2
Generative Artificial Intelligence,llm_stack,2020,12,2020-12-01,1
Generative Artificial Intelligence,llm_stack,2021,1,2021-01-01,3
Generative Artificial Intelligence,llm_stack,2021,2,2021-02-01,3
Generative Artificial Intelligence,llm_stack,2021,3,2021-03-01,6
Generative Artificial Intelligence,llm_stack,2021,4,2021-04-01,3
Generative Artificial Intelligence,llm_stack,2021,5,2021-05-01,3
Generative Artificial Intelligence,llm_stack,2021,6,2021-06-01,5
Generative Artificial Intelligence,llm_stack,2021,7,2021-07-01,4
Generative Artificial Intelligence,llm_stack,2021,8,2021-08-01,12
Generative Artificial Intelligence,llm_stack,2021,9,2021-09-01,9
Generative Artificial Intelligence,llm_stack,2021,10,2021-10-01,10
Generative Artificial Intelligence,llm_stack,2021,11,2021-11-01,21
Generative Artificial Intelligence,llm_stack,2021,12,2021-12-01,30
Generative Artificial Intelligence,llm_stack,2022,1,2022-01-01,12
Generative Artificial Intelligence,llm_stack,2022,2,2022-02-01,13
Generative Artificial Intelligence,llm_stack,2022,3,2022-03-01,10
Generative Artificial Intelligence,llm_stack,2022,4,2022-04-01,15
Generative Artificial Intelligence,llm_stack,2022,5,2022-05-01,10
Generative Artificial Intelligence,llm_stack,2022,6,2022-06-01,13
Generative Artificial Intelligence,llm_stack,2022,7,2022-07-01,11
Generative Artificial Intelligence,llm_stack,2022,8,2022-08-01,23
Generative Artificial Intelligence,llm_stack,2022,9,2022-09-01,10
Generative Artificial Intelligence,llm_stack,2022,10,2022-10-01,13
Generative Artificial Intelligence,llm_stack,2022,11,2022-11-01,34
Generative Artificial Intelligence,llm_stack,2022,12,2022-12-01,29
Generative Artificial Intelligence,llm_stack,2023,1,2023-01-01,15
Generative Artificial Intelligence,llm_stack,2023,2,2023-02-01,45
Generative Artificial Intelligence,llm_stack,2023,3,2023-03-01,51
Generative Artificial Intelligence,llm_stack,2023,4,2023-04-01,128
Generative Artificial Intelligence,llm_stack,2023,5,2023-05-01,262
Generative Artificial Intelligence,llm_stack,2023,6,2023-06-01,327
Generative Artificial Intelligence,llm_stack,2023,7,2023-07-01,430
Generative Artificial Intelligence,llm_stack,2023,8,2023-08-01,522
Generative Artificial Intelligence,llm_stack,2023,9,2023-09-01,550
Generative Artificial Intelligence,llm_stack,2023,10,2023-10-01,765
Generative Artificial Intelligence,llm_stack,2023,11,2023-11-01,891
Generative Artificial Intelligence,llm_stack,2023,12,2023-12-01,926
Generative Artificial Intelligence,llm_stack,2024,1,2024-01-01,1371
Generative Artificial Intelligence,llm_stack,2024,2,2024-02-01,1231
Generative Artificial Intelligence,llm_stack,2024,3,2024-03-01,1431
Generative Artificial Intelligence,llm_stack,2024,4,2024-04-01,1373
Generative Artificial Intelligence,llm_stack,2024,5,2024-05-01,1724
Generative Artificial Intelligence,llm_stack,2024,6,2024-06-01,1635
Generative Artificial Intelligence,llm_stack,2024,7,2024-07-01,1853
Generative Artificial Intelligence,llm_stack,2024,8,2024-08-01,1677
Generative Artificial Intelligence,llm_stack,2024,9,2024-09-01,2405
Generative Artificial Intelligence,llm_stack,2024,10,2024-10-01,2096
Generative Artificial Intelligence,llm_stack,2024,11,2024-11-01,3061
Generative Artificial Intelligence,llm_stack,2024,12,2024-12-01,3231
Generative Artificial Intelligence,llm_stack,2025,1,2025-01-01,3061
Generative Artificial Intelligence,llm_stack,2025,2,2025-02-01,2833
Generative Artificial Intelligence,llm_stack,2025,3,2025-03-01,2572
Generative Artificial Intelligence,llm_stack,2025,4,2025-04-01,3311
Generative Artificial Intelligence,llm_stack,2025,5,2025-05-01,2776
Generative Artificial Intelligence,llm_stack,2025,6,2025-06-01,2621
Generative Artificial Intelligence,llm_stack,2025,7,2025-07-01,2988
Generative Artificial Intelligence,llm_stack,2025,8,2025-08-01,3189
Generative Artificial Intelligence,llm_stack,2025,9,2025-09-01,3983
Generative Artificial Intelligence,llm_stack,2025,10,2025-10-01,4340
Generative Artificial Intelligence,llm_stack,2025,11,2025-11-01,3811
Generative Artificial Intelligence,llm_stack,2025,12,2025-12-01,1334
Generative Artificial Intelligence,llm_stack,2026,1,2026-01-01,25
Hugging Face (NLP Framework),llm_stack,2020,3,2020-03-01,18
Hugging Face (NLP Framework),llm_stack,2020,4,2020-04-01,18
Hugging Face (NLP Framework),llm_stack,2020,6,2020-06-01,30
Hugging Face (NLP Framework),llm_stack,2020,7,2020-07-01,5
Hugging Face (NLP Framework),llm_stack,2020,8,2020-08-01,3
Hugging Face (NLP Framework),llm_stack,2020,9,2020-09-01,8
Hugging Face (NLP Framework),llm_stack,2020,10,2020-10-01,6
Hugging Face (NLP Framework),llm_stack,2020,12,2020-12-01,5
Hugging Face (NLP Framework),llm_stack,2021,1,2021-01-01,1
Hugging Face (NLP Framework),llm_stack,2021,2,2021-02-01,10
Hugging Face (NLP Framework),llm_stack,2021,4,2021-04-01,3
Hugging Face (NLP Framework),llm_stack,2021,5,2021-05-01,10
Hugging Face (NLP Framework),llm_stack,2021,6,2021-06-01,4
Hugging Face (NLP Framework),llm_stack,2021,7,2021-07-01,4
Hugging Face (NLP Framework),llm_stack,2021,8,2021-08-01,6
Hugging Face (NLP Framework),llm_stack,2021,9,2021-09-01,6
Hugging Face (NLP Framework),llm_stack,2021,10,2021-10-01,9
Hugging Face (NLP Framework),llm_stack,2021,11,2021-11-01,6
Hugging Face (NLP Framework),llm_stack,2021,12,2021-12-01,3
Hugging Face (NLP Framework),llm_stack,2022,1,2022-01-01,2
Hugging Face (NLP Framework),llm_stack,2022,2,2022-02-01,14
Hugging Face (NLP Framework),llm_stack,2022,3,2022-03-01,18
Hugging Face (NLP Framework),llm_stack,2022,4,2022-04-01,8
Hugging Face (NLP Framework),llm_stack,2022,5,2022-05-01,40
Hugging Face (NLP Framework),llm_stack,2022,6,2022-06-01,15
Hugging Face (NLP Framework),llm_stack,2022,7,2022-07-01,17
Hugging Face (NLP Framework),llm_stack,2022,8,2022-08-01,21
Hugging Face (NLP Framework),llm_stack,2022,9,2022-09-01,7
Hugging Face (NLP Framework),llm_stack,2022,10,2022-10-01,24
Hugging Face (NLP Framework),llm_stack,2022,11,2022-11-01,16
Hugging Face (NLP Framework),llm_stack,2022,12,2022-12-01,59
Hugging Face (NLP Framework),llm_stack,2023,1,2023-01-01,12
Hugging Face (NLP Framework),llm_stack,2023,2,2023-02-01,147
Hugging Face (NLP Framework),llm_stack,2023,3,2023-03-01,80
Hugging Face (NLP Framework),llm_stack,2023,4,2023-04-01,28
Hugging Face (NLP Framework),llm_stack,2023,5,2023-05-01,25
Hugging Face (NLP Framework),llm_stack,2023,6,2023-06-01,31
Hugging Face (NLP Framework),llm_stack,2023,7,2023-07-01,49
Hugging Face (NLP Framework),llm_stack,2023,8,2023-08-01,40
Hugging Face (NLP Framework),llm_stack,2023,9,2023-09-01,37
Hugging Face (NLP Framework),llm_stack,2023,10,2023-10-01,41
Hugging Face (NLP Framework),llm_stack,2023,11,2023-11-01,49
Hugging Face (NLP Framework),llm_stack,2023,12,2023-12-01,61
Hugging Face (NLP Framework),llm_stack,2024,1,2024-01-01,116
Hugging Face (NLP Framework),llm_stack,2024,2,2024-02-01,74
Hugging Face (NLP Framework),llm_stack,2024,3,2024-03-01,96
Hugging Face (NLP Framework),llm_stack,2024,4,2024-04-01,81
Hugging Face (NLP Framework),llm_stack,2024,5,2024-05-01,75
Hugging Face (NLP Framework),llm_stack,2024,6,2024-06-01,74
Hugging Face (NLP Framework),llm_stack,2024,7,2024-07-01,90
Hugging Face (NLP Framework),llm_stack,2024,8,2024-08-01,50
Hugging Face (NLP Framework),llm_stack,2024,9,2024-09-01,83
Hugging Face (NLP Framework),llm_stack,2024,10,2024-10-01,140
Hugging Face (NLP Framework),llm_stack,2024,11,2024-11-01,160
Hugging Face (NLP Framework),llm_stack,2024,12,2024-12-01,157
Hugging Face (NLP Framework),llm_stack,2025,1,2025-01-01,263
Hugging Face (NLP Framework),llm_stack,2025,2,2025-02-01,241
Hugging Face (NLP Framework),llm_stack,2025,3,2025-03-01,282
Hugging Face (NLP Framework),llm_stack,2025,4,2025-04-01,450
Hugging Face (NLP Framework),llm_stack,2025,5,2025-05-01,301
Hugging Face (NLP Framework),llm_stack,2025,6,2025-06-01,420
Hugging Face (NLP Framework),llm_stack,2025,7,2025-07-01,424
Hugging Face (NLP Framework),llm_stack,2025,8,2025-08-01,584
Hugging Face (NLP Framework),llm_stack,2025,9,2025-09-01,752
Hugging Face (NLP Framework),llm_stack,2025,10,2025-10-01,612
Hugging Face (NLP Framework),llm_stack,2025,11,2025-11-01,905
Hugging Face (NLP Framework),llm_stack,2025,12,2025-12-01,164
Hugging Face (NLP Framework),llm_stack,2026,1,2026-01-01,6
Hugging Face Transformers,llm_stack,2020,7,2020-07-01,1
Hugging Face Transformers,llm_stack,2020,9,2020-09-01,5
Hugging Face Transformers,llm_stack,2020,10,2020-10-01,2
Hugging Face Transformers,llm_stack,2021,1,2021-01-01,1
Hugging Face Transformers,llm_stack,2021,4,2021-04-01,2
Hugging Face Transformers,llm_stack,2021,5,2021-05-01,2
Hugging Face Transformers,llm_stack,2021,6,2021-06-01,3
Hugging Face Transformers,llm_stack,2021,7,2021-07-01,1
Hugging Face Transformers,llm_stack,2021,8,2021-08-01,1
Hugging Face Transformers,llm_stack,2021,9,2021-09-01,2
Hugging Face Transformers,llm_stack,2021,10,2021-10-01,1
Hugging Face Transformers,llm_stack,2021,11,2021-11-01,1
Hugging Face Transformers,llm_stack,2021,12,2021-12-01,1
Hugging Face Transformers,llm_stack,2022,1,2022-01-01,1
Hugging Face Transformers,llm_stack,2022,2,2022-02-01,1
Hugging Face Transformers,llm_stack,2022,3,2022-03-01,1
Hugging Face Transformers,llm_stack,2022,4,2022-04-01,3
Hugging Face Transformers,llm_stack,2022,5,2022-05-01,37
Hugging Face Transformers,llm_stack,2022,6,2022-06-01,1
Hugging Face Transformers,llm_stack,2022,8,2022-08-01,5
Hugging Face Transformers,llm_stack,2022,9,2022-09-01,1
Hugging Face Transformers,llm_stack,2022,10,2022-10-01,2
Hugging Face Transformers,llm_stack,2022,11,2022-11-01,1
Hugging Face Transformers,llm_stack,2023,1,2023-01-01,1
Hugging Face Transformers,llm_stack,2023,2,2023-02-01,4
Hugging Face Transformers,llm_stack,2023,3,2023-03-01,3
Hugging Face Transformers,llm_stack,2023,4,2023-04-01,3
Hugging Face Transformers,llm_stack,2023,5,2023-05-01,7
Hugging Face Transformers,llm_stack,2023,6,2023-06-01,10
Hugging Face Transformers,llm_stack,2023,7,2023-07-01,9
Hugging Face Transformers,llm_stack,2023,8,2023-08-01,3
Hugging Face Transformers,llm_stack,2023,9,2023-09-01,3
Hugging Face Transformers,llm_stack,2023,10,2023-10-01,1
Hugging Face Transformers,llm_stack,2023,11,2023-11-01,6
Hugging Face Transformers,llm_stack,2023,12,2023-12-01,14
Hugging Face Transformers,llm_stack,2024,1,2024-01-01,11
Hugging Face Transformers,llm_stack,2024,2,2024-02-01,2
Hugging Face Transformers,llm_stack,2024,3,2024-03-01,20
Hugging Face Transformers,llm_stack,2024,4,2024-04-01,18
Hugging Face Transformers,llm_stack,2024,5,2024-05-01,32
Hugging Face Transformers,llm_stack,2024,6,2024-06-01,18
Hugging Face Transformers,llm_stack,2024,7,2024-07-01,23
Hugging Face Transformers,llm_stack,2024,8,2024-08-01,17
Hugging Face Transformers,llm_stack,2024,9,2024-09-01,23
Hugging Face Transformers,llm_stack,2024,10,2024-10-01,34
Hugging Face Transformers,llm_stack,2024,11,2024-11-01,56
Hugging Face Transformers,llm_stack,2024,12,2024-12-01,39
Hugging Face Transformers,llm_stack,2025,1,2025-01-01,79
Hugging Face Transformers,llm_stack,2025,2,2025-02-01,53
Hugging Face Transformers,llm_stack,2025,3,2025-03-01,59
Hugging Face Transformers,llm_stack,2025,4,2025-04-01,149
Hugging Face Transformers,llm_stack,2025,5,2025-05-01,86
Hugging Face Transformers,llm_stack,2025,6,2025-06-01,101
Hugging Face Transformers,llm_stack,2025,7,2025-07-01,114
Hugging Face Transformers,llm_stack,2025,8,2025-08-01,142
Hugging Face Transformers,llm_stack,2025,9,2025-09-01,107
Hugging Face Transformers,llm_stack,2025,10,2025-10-01,146
Hugging Face Transformers,llm_stack,2025,11,2025-11-01,154
Hugging Face Transformers,llm_stack,2025,12,2025-12-01,31
Hugging Face Transformers,llm_stack,2026,1,2026-01-01,1
Intelligent Agent,agent_named,2018,3,2018-03-01,1
Intelligent Agent,agent_named,2018,5,2018-05-01,1
Intelligent Agent,agent_named,2018,7,2018-07-01,1
Intelligent Agent,agent_named,2018,8,2018-08-01,1
Intelligent Agent,agent_named,2018,11,2018-11-01,3
Intelligent Agent,agent_named,2018,12,2018-12-01,1
Intelligent Agent,agent_named,2019,2,2019-02-01,1
Intelligent Agent,agent_named,2019,4,2019-04-01,4
Intelligent Agent,agent_named,2019,5,2019-05-01,1
Intelligent Agent,agent_named,2019,6,2019-06-01,1
Intelligent Agent,agent_named,2019,7,2019-07-01,3
Intelligent Agent,agent_named,2019,8,2019-08-01,1
Intelligent Agent,agent_named,2019,11,2019-11-01,1
Intelligent Agent,agent_named,2019,12,2019-12-01,1
Intelligent Agent,agent_named,2020,2,2020-02-01,1
Intelligent Agent,agent_named,2020,3,2020-03-01,2
Intelligent Agent,agent_named,2020,6,2020-06-01,1
Intelligent Agent,agent_named,2020,7,2020-07-01,1
Intelligent Agent,agent_named,2020,8,2020-08-01,1
Intelligent Agent,agent_named,2020,11,2020-11-01,3
Intelligent Agent,agent_named,2020,12,2020-12-01,7
Intelligent Agent,agent_named,2021,1,2021-01-01,1
Intelligent Agent,agent_named,2021,2,2021-02-01,1
Intelligent Agent,agent_named,2021,3,2021-03-01,1
Intelligent Agent,agent_named,2021,5,2021-05-01,13
Intelligent Agent,agent_named,2021,8,2021-08-01,3
Intelligent Agent,agent_named,2021,10,2021-10-01,1
Intelligent Agent,agent_named,2022,1,2022-01-01,2
Intelligent Agent,agent_named,2022,2,2022-02-01,1
Intelligent Agent,agent_named,2022,3,2022-03-01,3
Intelligent Agent,agent_named,2022,4,2022-04-01,1
Intelligent Agent,agent_named,2022,7,2022-07-01,1
Intelligent Agent,agent_named,2022,8,2022-08-01,2
Intelligent Agent,agent_named,2022,10,2022-10-01,1
Intelligent Agent,agent_named,2023,1,2023-01-01,1
Intelligent Agent,agent_named,2023,3,2023-03-01,4
Intelligent Agent,agent_named,2023,4,2023-04-01,1
Intelligent Agent,agent_named,2023,9,2023-09-01,6
Intelligent Agent,agent_named,2023,11,2023-11-01,1
Intelligent Agent,agent_named,2023,12,2023-12-01,2
Intelligent Agent,agent_named,2024,2,2024-02-01,6
Intelligent Agent,agent_named,2024,7,2024-07-01,2
Intelligent Agent,agent_named,2024,8,2024-08-01,1
Intelligent Agent,agent_named,2024,9,2024-09-01,1
Intelligent Agent,agent_named,2024,10,2024-10-01,4
Intelligent Agent,agent_named,2025,2,2025-02-01,2
Intelligent Agent,agent_named,2025,3,2025-03-01,4
Intelligent Agent,agent_named,2025,4,2025-04-01,3
Intelligent Agent,agent_named,2025,5,2025-05-01,5
Intelligent Agent,agent_named,2025,6,2025-06-01,13
Intelligent Agent,agent_named,2025,7,2025-07-01,15
Intelligent Agent,agent_named,2025,8,2025-08-01,20
Intelligent Agent,agent_named,2025,9,2025-09-01,58
Intelligent Agent,agent_named,2025,10,2025-10-01,41
Intelligent Agent,agent_named,2025,11,2025-11-01,37
Intelligent Agent,agent_named,2025,12,2025-12-01,20
Intelligent Virtual Assistant,agent_named,2019,6,2019-06-01,1
Intelligent Virtual Assistant,agent_named,2019,7,2019-07-01,3
Intelligent Virtual Assistant,agent_named,2020,8,2020-08-01,4
Intelligent Virtual Assistant,agent_named,2020,9,2020-09-01,1
Intelligent Virtual Assistant,agent_named,2020,10,2020-10-01,4
Intelligent Virtual Assistant,agent_named,2020,11,2020-11-01,3
Intelligent Virtual Assistant,agent_named,2020,12,2020-12-01,1
Intelligent Virtual Assistant,agent_named,2021,1,2021-01-01,5
Intelligent Virtual Assistant,agent_named,2021,3,2021-03-01,2
Intelligent Virtual Assistant,agent_named,2021,7,2021-07-01,1
Intelligent Virtual Assistant,agent_named,2022,1,2022-01-01,1
Intelligent Virtual Assistant,agent_named,2022,7,2022-07-01,2
Intelligent Virtual Assistant,agent_named,2023,8,2023-08-01,1
Intelligent Virtual Assistant,agent_named,2023,9,2023-09-01,2
Intelligent Virtual Assistant,agent_named,2024,10,2024-10-01,2
Intelligent Virtual Assistant,agent_named,2024,12,2024-12-01,2
Intelligent Virtual Assistant,agent_named,2025,2,2025-02-01,2
Intelligent Virtual Assistant,agent_named,2025,7,2025-07-01,1
Intelligent Virtual Assistant,agent_named,2025,10,2025-10-01,1
Intelligent Virtual Assistant,agent_named,2025,11,2025-11-01,3
Knowledge-Based Systems,dialogue_reasoning,2018,3,2018-03-01,1
Knowledge-Based Systems,dialogue_reasoning,2018,6,2018-06-01,2
Knowledge-Based Systems,dialogue_reasoning,2018,7,2018-07-01,1
Knowledge-Based Systems,dialogue_reasoning,2018,8,2018-08-01,1
Knowledge-Based Systems,dialogue_reasoning,2019,3,2019-03-01,1
Knowledge-Based Systems,dialogue_reasoning,2019,4,2019-04-01,3
Knowledge-Based Systems,dialogue_reasoning,2019,5,2019-05-01,1
Knowledge-Based Systems,dialogue_reasoning,2019,7,2019-07-01,2
Knowledge-Based Systems,dialogue_reasoning,2019,8,2019-08-01,6
Knowledge-Based Systems,dialogue_reasoning,2019,9,2019-09-01,1
Knowledge-Based Systems,dialogue_reasoning,2019,10,2019-10-01,4
Knowledge-Based Systems,dialogue_reasoning,2020,2,2020-02-01,1
Knowledge-Based Systems,dialogue_reasoning,2020,3,2020-03-01,2
Knowledge-Based Systems,dialogue_reasoning,2020,6,2020-06-01,3
Knowledge-Based Systems,dialogue_reasoning,2020,7,2020-07-01,2
Knowledge-Based Systems,dialogue_reasoning,2020,8,2020-08-01,3
Knowledge-Based Systems,dialogue_reasoning,2020,9,2020-09-01,8
Knowledge-Based Systems,dialogue_reasoning,2020,10,2020-10-01,2
Knowledge-Based Systems,dialogue_reasoning,2020,11,2020-11-01,2
Knowledge-Based Systems,dialogue_reasoning,2020,12,2020-12-01,5
Knowledge-Based Systems,dialogue_reasoning,2021,1,2021-01-01,6
